CAMPAÑA;STATUS;OP;OC;BUYER;SUPPLIER;CATEGORY;PRODUCTO;PROYECT;FACT;QTY;UM;CUR;AMOUNT;PAYMENT TERM;INCOTERM;MODE;TYPE;POL;POD;QTY CTNR;TYPE CTNR;BULKS;CARGO READY;ASSIGMENT DATE;FFW;NAVIERA / AEROLINEA;BOOKING;CNTR NR;PICK UP DATE;STACKING;ETD 1;ETD 2;ATD;WEEK ATD;B/L- AWB;NAVE;ETA 1;ETA 2;ATA;WEEK ATA;INSURANCE HPER;INSURANCE POLICY;INSURANCE POLICY DATE;DEPOT;AG. ADUANA;Orden;FECHA IE;FECHA NUM DAM;DAM;CANAL;FECHA DESCARGA;FECHA TARJA;FECHA LEVANTE;FECHA INSPECCION SENASA;FECHA LIBERACION SENASA;FECHA VCTO SOBRESTADIA;TRANSP LIMA (T1);FECHA RETIRO (T1);GR T1 ;TRANSP TRUX (T2);FECHA ENTREGA BASE T2 (T1);FECHA GATE IN (T1);PUNTO DE LLEGADA;FECHA INICIO DE VIAJE  (T2);FECHA FIN DE VIAJE (T2);WEEK TRUX ;GR T2 ;GR HORTIFRUT;FECHA ENVIO ARCHIV;NRO CAJA ARCHIVO;COURIER PARA ENVÍO DE DOCS;NRO DE TRACKING DOCS ;OBSERVACIONES HORTIFRUT;CARGO PRODUCE OBSERVACIONES
2021-2022;LIQUIDADA;21-001-HTAL;4700001898;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2059;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;11/11/2020;;CH ROBINSON;CMA CGM;;TCNU580046/5;NA;12/11/2020;15/11/2020;15/11/2020;14/11/2020;46;CHSL2201678;CMA CGM NIAGARA;25/12/2020;25/12/2020;1/01/2021;53;SI;223530032;;IMUPESA;AVM;1076;3/12/2020;29/12/2020;118-2020-10-452255-01-1-00;Verde;2/01/2021;3/01/2021;1/01/2021;7/01/2021;8/01/2021;;SLI;13/01/2021;001-005694;RVC;14/01/2021;15/01/2021;CHAO;14/01/2021;15/01/2021;2;PEND;PEND;28/03/2022;2021-1;;-;;
2021-2022;LIQUIDADA;21-001-HTAL;4700001898;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2059;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;11/11/2020;;CH ROBINSON;CMA CGM;;CMAU622147/2;NA;12/11/2020;15/11/2020;15/11/2020;14/11/2020;46;CHSL2201678;CMA CGM NIAGARA;25/12/2020;25/12/2020;1/01/2021;53;SI;223530032;;IMUPESA;AVM;1076;3/12/2020;29/12/2020;118-2020-10-452255-01-1-00;Verde;2/01/2021;3/01/2021;1/01/2021;7/01/2021;8/01/2021;;SLI;13/01/2021;001-005695;RVC;14/01/2021;15/01/2021;CHAO;15/01/2021;16/01/2021;2;PEND;PEND;28/03/2022;2021-1;;-;;
2021-2022;LIQUIDADA;21-001-HTAL;4700001898;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2059;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;11/11/2020;;CH ROBINSON;CMA CGM;;CMAU768133/8;NA;12/11/2020;15/11/2020;15/11/2020;14/11/2020;46;CHSL2201678;CMA CGM NIAGARA;25/12/2020;25/12/2020;1/01/2021;53;SI;223530032;;IMUPESA;AVM;1076;3/12/2020;29/12/2020;118-2020-10-452255-01-1-00;Verde;2/01/2021;3/01/2021;1/01/2021;7/01/2021;8/01/2021;;SLI;13/01/2021;001-005696;RVC;15/01/2021;15/01/2021;CHAO;15/01/2021;16/01/2021;2;PEND;PEND;28/03/2022;2021-1;;-;;
2021-2022;LIQUIDADA;21-001-HTAL;4700001898;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2059;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;11/11/2020;;CH ROBINSON;CMA CGM;;BMOU483537/6;NA;12/11/2020;15/11/2020;15/11/2020;14/11/2020;46;CHSL2201678;CMA CGM NIAGARA;25/12/2020;25/12/2020;1/01/2021;53;SI;223530032;;IMUPESA;AVM;1076;3/12/2020;29/12/2020;118-2020-10-452255-01-1-00;Verde;2/01/2021;3/01/2021;1/01/2021;7/01/2021;8/01/2021;;AVM;13/01/2021;PEND;AGERSA;14/01/2021;15/01/2021;CHAO;18/01/2021;19/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;
2021-2022;LIQUIDADA;21-001-HTAL;4700001898;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2059;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;11/11/2020;;CH ROBINSON;CMA CGM;;TCNU368288/8;NA;12/11/2020;15/11/2020;15/11/2020;14/11/2020;46;CHSL2201678;CMA CGM NIAGARA;25/12/2020;25/12/2020;1/01/2021;53;SI;223530032;;IMUPESA;AVM;1076;3/12/2020;29/12/2020;118-2020-10-452255-01-1-00;Verde;2/01/2021;3/01/2021;1/01/2021;7/01/2021;8/01/2021;;AVM;13/01/2021;PEND;AGERSA;14/01/2021;15/01/2021;CHAO;20/01/2021;21/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;CAIU9805630;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;AGERSA;3/02/2021;3/02/2021;CHAO;3/02/2021;4/02/2021;5;015-2563;012-1595;28/03/2022;2021-1;;-;;No cargada por medio de transporte AIRE (23/12) [21-259-HPER // 4700002180]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;CAIU8202519;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;AGERSA;3/02/2021;3/02/2021;CHAO;3/02/2021;4/02/2021;5;057-2033;012-1594;28/03/2022;2021-1;;-;;No cargada por medio de transporte AIRE (23/12) [21-258-HPER]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;CAXU9361836;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;RVC;4/02/2021;4/02/2021;OLMOS;6/02/2021;7/02/2021;5;0003-3510;012-1553;28/03/2022;2021-1;;-;;No cargada por medio de transporte AIRE (23/12) [21-257-HPER]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;TGBU7472302;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;RVC;5/02/2021;5/02/2021;OLMOS;6/02/2021;7/02/2021;5;015-2569;012-1592;28/03/2022;2021-1;;-;;No cargada por medio de transporte AIRE (23/12) [21-257-HPER]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;MEDU9362560;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;AGERSA;4/02/2021;4/02/2021;OLMOS;6/02/2021;7/02/2021;5;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP. Falta BL y BARCO. - DOC CARGADA. FALTA BL, CERT. ORIGEN, CERT. FITOSANITARIO EXP, FACTURA, SEGURO Y PROFORMA SLI (23/12) [21-256-HPER // FCIU8703524]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;MEDU7632100;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;AGERSA;4/02/2021;4/02/2021;OLMOS;6/02/2021;7/02/2021;5;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP. Falta BL y BARCO. - DOC CARGADA. FALTA BL, CERT. ORIGEN, CERT. FITOSANITARIO EXP, FACTURA, SEGURO Y PROFORMA SLI (23/12) [21-256-HPER // MSMU7671028]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;FFAU2013463;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;AGERSA;4/02/2021;4/02/2021;OLMOS;8/02/2021;9/02/2021;6;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP. Falta BL y BARCO. - DOC CARGADA. FALTA BL, CERT. ORIGEN, CERT. FITOSANITARIO EXP, FACTURA, SEGURO Y PROFORMA SLI (23/12) [21-256-HPER // CAXU9904173]
2021-2022;LIQUIDADA;21-002-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;MSDU7829143;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC KANOKO;25/12/2020;25/12/2020;9/01/2021;1;NO;-;;IMUPESA;AVM;1146;23/12/2020;30/12/2020;118-2020-10-454016-01-2-00;Verde;11/01/2021;12/01/2021;26/01/2021;14/01/2021;3/02/2021;;AVM;3/02/2021;PEND;AGERSA;4/02/2021;4/02/2021;OLMOS;8/02/2021;9/02/2021;6;PEND;PEND;28/03/2022;2021-1;;-;;No cargada. Falta forma de pago (23/12) [21-255-HPER // HLBU1639460]
2021-2022;LIQUIDADA;21-003-HTAL;4700001857;OMAR;PROJAR;SUSTRATOS;FIBRA DE COCO EN BIG BAG X 6 M3;-;FRCLP-20-00592;24;M3;EUR;9,120.00;30;CIF;SEA;FCL/FCL;ALGECIRAS;CALLAO;1;40HC;24;16/11/2020;NA;DIRECTO;MSC;;CARU9990108;NA;16/11/2020;6/12/2020;6/12/2020;7/12/2020;50;MEDUCD367651;MSC KANOKO;8/01/2021;8/01/2021;9/01/2021;1;NO;-;;IMUPESA;AVM;1147;23/12/2020;30/12/2020;118-2020-10-453384-01-8-00;Verde;11/01/2021;11/01/2021;14/01/2021;14/01/2021;15/01/2021;;SLI;25/01/2021;001-005719;AGERSA;25/01/2021;25/01/2021;CHAO;26/01/2021;27/01/2021;4;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP. Falta BL y BARCO. - DOC CARGADA. FALTA BL, CERT. ORIGEN, CERT. FITOSANITARIO EXP, FACTURA, SEGURO Y PROFORMA SLI (23/12) [21-254-HPER // 4700002122 // TCLU1630466]
2021-2022;LIQUIDADA;21-013-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;CAIU9805630/MEDU8114677/CAIU8202519;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC MANU;25/12/2020;25/12/2020;1/04/2021;13;NO;-;;UPS;UPS;-;;1/04/2021;2021-00314677;Verde;1/04/2021;1/04/2021;1/04/2021;NA;NA;;UPS;9/05/2021;NA;UPS;NA;NA;FUNDO ARMONIA;11/04/2021;12/04/2021;15;NA;NA;28/03/2022;2021-1;;-;;Cargada en CP – FALTA PROFORMA SLI [21-235-HPER // TRLU7316507]
2021-2022;LIQUIDADA;21-013-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;CAXU9361836/TGBU7472302/MEDU9362560/MEDU7632100;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC MANU;25/12/2020;25/12/2020;12/04/2021;15;NO;-;;TALMA;AVM;82;10/04/2021;10/04/2021;235-2021-10-53523-01-7-01;Verde;12/04/2021;12/04/2021;12/04/2021;-;-;;LIP;13/04/2021;001-15137;AGERSA;NA;-;FUNDO ARMONIA;13/04/2021;14/04/2021;15;033-2606;012-1657;28/03/2022;2021-1;;-;; Control 23/12 solo tiene familia de producto y proveedor, OP y OC 21-234-HPER //LIMB21405800]
2021-2022;LIQUIDADA;21-013-HTAL;4700001902;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00586;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;20;16/11/2020;NA;DIRECTO;MSC;;TCNU1416488/FFAU2013463/SEGU6925250/MSDU7829113;NA;16/11/2020;19/11/2020;19/11/2020;25/11/2020;48;MEDUNC449802;MSC MANU;25/12/2020;25/12/2020;22/05/2021;20;NO;-;;VILLAS OQUENDO;AVM;482;5/05/2021;19/05/2021;118-2021-10-194873-01-4-01;Verde;23/05/2021;23/05/2021;22/05/2021;NA;NA;;AVM;27/05/2021;;AGERSA;NA;-;FUNDO ARMONIA;7/06/2021;8/06/2021;23;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA PROFORMA SLI [21-223-HPER // TRHU5313666]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;TGBU7725118;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;SLI;16/01/2021;001-005697;RVC;18/01/2021;19/01/2021;CHAO;18/01/2021;19/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-262-HPER //FSCU7274086]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;CAIU4646813;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;SLI;18/01/2021;001-005698;RVC;18/01/2021;19/01/2021;CHAO;18/01/2021;19/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-262-HPER // UETU5159804]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;MEDU7827544;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;AVM;18/01/2021;PEND;AGERSA;18/01/2021;18/01/2021;CHAO;19/01/2021;20/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-261-HPER // CSNU6270322]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;CAIU4756934;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;AVM;18/01/2021;PEND;AGERSA;18/01/2021;18/01/2021;CHAO;19/01/2021;20/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-261-HPER // OOCU8375679]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;GLDU7493234;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;SLI;19/01/2021;001-005699;RVC;19/01/2021;20/01/2021;CHAO;20/01/2021;21/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-261-HPER // GLDU7535453]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;TCNU7493814;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;AVM;19/01/2021;PEND;AGERSA;19/01/2021;19/01/2021;CHAO;21/01/2021;22/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-260-HPER // CSNU6842238]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;TGBU5605284;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;AVM;19/01/2021;PEND;AGERSA;19/01/2021;19/01/2021;CHAO;22/01/2021;23/01/2021;3;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-260-HPER // TGBU9288167]
2021-2022;LIQUIDADA;21-004-HTAL;4700001901;OMAR;PROJAR;SUSTRATOS;TURBA BLEND 1530F;DIVINE;FRCLP-20-00591;20;BOLSAS;EUR;43,340.00;30;CIF;SEA;FCL/FCL;RIGA;CALLAO;1;40HC;22;23/11/2020;NA;DIRECTO;MSC;;TEMU7964576;NA;23/11/2020;26/11/2020;26/11/2020;26/11/2020;48;MEDUNC449810;MSC SHUBA B;31/12/2020;31/12/2020;19/02/2021;7;NO;-;;IMUPESA;AVM;23;9/12/2020;11/01/2021;118-2021-10-009446-01-4-00;Verde;17/02/2021;20/02/2021;13/01/2021;14/01/2021;14/01/2021;;SLI;19/01/2021;001-005700;RVC;20/01/2021;20/01/2021;CHAO;26/01/2021;27/01/2021;4;PEND;PEND;28/03/2022;2021-1;;-;;Cargada en CP - FALTA CERT. ORIG, CERT. FITOSANITARIO DE EXP, FACTURA, PL, PROFORMA SLI [21-260-HPER // TRHU4457756]
2021-2022;LIQUIDADA;21-005-HTAL;4700001847;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2108;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;20/11/2020;;CH ROBINSON;CMA CGM;;APHU6297973;NA;21/11/2020;23/11/2020;23/11/2020;23/11/2020;48;CHSL2201700;COSCO SHIPPING DANUBE ;1/01/2021;1/01/2021;7/01/2021;1;SI;223530255;;MEDLOG;AVM;115;21/01/2021;11/01/2021;118-2021-10-009446-01-4-00;Verde;9/01/2021;9/01/2021;13/01/2021;29/01/2021;8/02/2021;;AVM; 16/01/2021;PEND;AGERSA;9/02/2021;9/02/2021;CHAO;10/02/2021;11/02/2021;6;PEND;PEND;28/03/2022;2021-1;;-;;Control 23/12: En proceso de carga [21-249-HPER // HAMU1166496]
2021-2022;LIQUIDADA;21-005-HTAL;4700001847;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2108;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;20/11/2020;;CH ROBINSON;CMA CGM;;ECMU9586760;NA;21/11/2020;23/11/2020;23/11/2020;23/11/2020;48;CHSL2201700;COSCO SHIPPING DANUBE ;1/01/2021;1/01/2021;7/01/2021;1;SI;223530255;;IMUPESA;AVM;62;21/01/2021;11/01/2021;118-2021-10-009446-01-4-00;Verde;9/01/2021;9/01/2021;13/01/2021;3/02/2021;4/02/2021;;SLI; 16/01/2021;001-005778;RVC;8/02/2021;9/02/2021;OLMOS ;8/02/2021;9/02/2021;6;0024-545;012-1555;28/03/2022;2021-1;;-;;Control 23/12: En proceso de carga [21-249-HPER // HAMU1166496]
2021-2022;LIQUIDADA;21-005-HTAL;4700001847;OMAR;ALFARROXO TRADING LTDA;SUSTRATOS;CORTEZA DE PINO 1530;DIVINE;2108;1,449;BOLSAS;EUR;4,129.65;60;FOB;SEA;FCL/FCL;LEIXOES;CALLAO;1;40HC;23;20/11/2020;;CH ROBINSON;CMA CGM;;CMAU4096324;NA;21/11/2020;23/11/2020;23/11/2020;23/11/2020;48;CHSL2201700;COSCO SHIPPING DANUBE ;1/01/2021;1/01/2021;7/01/2021;1;SI;223530255;;IMUPESA;AVM;62;21/01/2021;11/01/2021;118-2021-10-009446-01-4-00;Verde;9/01/2021;9/01/2021;13/01/2021;3/02/2021;4/02/2021;;SLI; 16/01/2021;001-005977;AGERSA;8/02/2021;9/02/2021;OLMOS;13/02/2021;14/02/2021;6;PEND;PEND;28/03/2022;2021-1;;-;;Control 23/12: En proceso de carga [21-248-HPER // GESU6315946]
