CAMPAÑA;STATUS;OP;OC;BUYER;SUPPLIER;CATEGORY;PRODUCTO;PROYECT;FACT;QTY;UM;CUR;AMOUNT;PAYMENT TERM;INCOTERM;MODE;TYPE;POL;POD;QTY CTNR;TYPE CTNR;BULKS;CARGO READY;ASSIGMENT DATE;FFW;NAVIERA / AEROLINEA;BOOKING;CNTR NR;PICK UP DATE;STACKING;ETD 1;ETD 2;ATD;WEEK ATD;B/L- AWB;NAVE;ETA 1;ETA 2;ATA;WEEK ATA;INSURANCE HPER;INSURANCE POLICY;INSURANCE POLICY DATE;DEPOT;AG. ADUANA;Orden;FECHA IE;FECHA NUM DAM;DAM;CANAL;FECHA DESCARGA;FECHA TARJA;FECHA LEVANTE;FECHA INSPECCION SENASA;FECHA LIBERACION SENASA;FECHA VCTO SOBRESTADIA;TRANSP LIMA (T1);FECHA RETIRO (T1);GR T1 ;TRANSP TRUX (T2);FECHA ENTREGA BASE T2 (T1);FECHA GATE IN (T1);PUNTO DE LLEGADA;FECHA INICIO DE VIAJE  (T2);FECHA FIN DE VIAJE (T2);WEEK TRUX ;GR T2 ;GR HORTIFRUT;FECHA ENVIO ARCHIV;NRO CAJA ARCHIVO;COURIER PARA ENVÍO DE DOCS;NRO DE TRACKING DOCS ;OBSERVACIONES HORTIFRUT;CARGO PRODUCE OBSERVACIONES
2021-2022;LIQUIDADA;21-044-HPER;4700001946;GERMAN;UNITEC CHILE S.P.A.;SPAREPARTS;"SET CADENAS A RODILLOS CON 8 ANILLOS, PAS 1""3/4";-;47;1;UN;EUR;7,966.35;0;EXW;AIR;AIR;CHILE;CALLAO;-;-;1;9/06/2021;9/06/2021;AIR SEA LOG;KOREAN AIR;;-;16/06/2021;16/06/2021;18/06/2021;18/06/2021;18/06/2021;24;PELIM21042D;-;18/06/2021;18/06/2021;18/06/2021;24;SI;21-044-HPER;19/06/2021;SHOHIN;AVM;577;18/06/2021;22/06/2021;235-2021-10-094209-01-5-00;Rojo;18/06/2021;18/06/2021;24/06/2021;NA;NA;;AVM;25/06/2021;;AGERSA;25/06/2021;25/06/2021;FUNDO ARMONIA;26/06/2021;27/06/2021;25;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA PROFORMA SLI [21-219-HPER // MSMU8323393]
2021-2022;LIQUIDADA;21-045-HPER;4700002009;RENE;HORTIFRUT IMPORTS INC;MAQUINARIAS;HEAT SEALER;-;20210616-2;1;UN;USD;350,000.00;60;CIF;SEA;FCL/FCL;MANZANILLO;CALLAO;1;40HC;4;18/05/2021;NA;EMO LOGISTICS;ONE;;KKFU7739639;NA;-;8/06/2021;8/06/2021;8/06/2021;23;S00032236;VALIANT 2119E;17/06/2021;17/06/2021;17/06/2021;24;NO;21-045-HPER;19/06/2021;DPW;AVM;582;;22/06/2021; 118-2021-10-240160-01-8-00;Verde;18/06/2021;18/06/2021; 22/06/2021;NA;NA;;; 24/06/2021;;;#¡VALOR!;;SALAVERRY;#¡VALOR!;15/06/2021;24;;;28/03/2022;2021-1;;-;;Numeración pendiente 
2021-2022;LIQUIDADA;21-046-HPER;4700001917;OMAR;NGC AGROSCIENCE INT'L CO., LIMITED;AGQ;ACETAMIPRID 70% WG IN;-;GHYA210262-S ;2,275;KGS;USD;49,822.50;CC;CIF;SEA;FCL/LCL;NINGBO;CALLAO;0.33;20ST;;30/05/2021;NA;DIRECTO;CMA CGM;;CMAU0587401;NA;-;29/05/2021;29/05/2021;31/05/2021;22;CNCP996119;CMA CGM NIAGARA;27/06/2021;27/06/2021;27/06/2021;25;NO;NA;NA;IMUPESA;AVM;549;10/06/2021;5/07/2021;118-2021-10-260383-01-2-00;Verde;28/06/2021;2/07/2021;5/07/2021;NA;NA;;AVM;15/07/2021;;AGERSA;14/07/2021;22/06/2021;PLANTA SALAVERRY;22/06/2021;23/06/2021;25;;;28/03/2022;2021-1;;-;;No cargada por medio de transporte Tierra (control 23/12) [21-217-HPER // 4700002209]
2021-2022;LIQUIDADA;21-046-HPER;4700001917;OMAR;NGC AGROSCIENCE INT'L CO., LIMITED;AGQ;FLUDIOXONIL 230G/L SC;-;GHYA210262-S ;1,600;KGS;USD;62,800.00;CC;CIF;SEA;FCL/LCL;NINGBO;CALLAO;0.33;20ST;;30/05/2021;NA;DIRECTO;CMA CGM;;CMAU0587401;NA;-;29/05/2021;29/05/2021;31/05/2021;22;CNCP996119;CMA CGM NIAGARA;27/06/2021;27/06/2021;27/06/2021;25;NO;NA;NA;IMUPESA;AVM;549;10/06/2021;5/07/2021;118-2021-10-260383-01-2-00;Verde;28/06/2021;2/07/2021;5/07/2021;NA;NA;;AVM;15/07/2021;;AGERSA;14/07/2021;22/06/2021;PLANTA CHAO;22/06/2021;23/06/2021;25;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA BL, CERT. ORIGEN, SEGURO Y PROFORMA SLI [21-216-HPER // 4700002223 // HLBU2912408]
2021-2022;LIQUIDADA;21-046-HPER;4700001917;OMAR;NGC AGROSCIENCE INT'L CO., LIMITED;AGQ;BOSCALID 50% WG;-;GHYA210262-S ;2,100;KGS;USD;82,320.00;CC;CIF;SEA;FCL/LCL;NINGBO;CALLAO;0.33;20ST;;30/05/2021;NA;DIRECTO;CMA CGM;;CMAU0587401;NA;-;29/05/2021;29/05/2021;31/05/2021;22;CNCP996119;CMA CGM NIAGARA;27/06/2021;27/06/2021;27/06/2021;25;NO;NA;NA;IMUPESA;AVM;549;10/06/2021;5/07/2021;118-2021-10-260383-01-2-00;Verde;28/06/2021;2/07/2021;5/07/2021;NA;NA;;AVM;15/07/2021;;AGERSA;14/07/2021;21/06/2021;PLANTA SALAVERRY;21/06/2021;22/06/2021;25;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA BL, CERT. ORIGEN, SEGURO Y PROFORMA SLI [21-216-HPER // 4700002223 // UASU1035839]
2021-2022;LIQUIDADA;21-047-HPER;4700002043;RENE;HORTIFRUT IMPORTS INC;MAQUINARIAS;HEAT SEALER;-;20210616-1;1;UN;USD;350,000.00;60;CFR;SEA;FCL/FCL;LOS ANGELES;CALLAO;1;40HC;-;-;NA;DIRECTO;ONE;;GCXU5196711;NA;14/06/2021;17/06/2021;17/06/2021;18/06/2021;24;ONEYRICBCU556800;SEASPAN BRIGHTNESS 2123E;30/06/2021;15/07/2021;15/07/2021;28;SI;21-047-HPER;21/07/2021;IMUPESA;AVM;626;22/07/2021;23/07/2021;118-2021-10-287965-01-2-00;Verde;15/07/2021;17/07/2021;23/07/2021;NA;NA;;AGERSA;27/07/2021;-;AGERSA;27/07/2021;30/07/2021;PLANTA SALAVERRY;27/07/2021;28/07/2021;30;-;-;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-212-HPER // TRLU7352171]
2021-2022;LIQUIDADA;21-048-HPER;PEA2460301;JOSE;HORTIFRUT MEXICO SA DE CV;SPAREPARTS;REPUESTOS PARA HEAT SEALER;-;FF0000024230;1;UN;USD;23,595.67;60;CPT;AIR;AIR;MEXICO;LIMA;-;-;1;-;NA;HELLAMN;LATAM;;-;NA;-;23/06/2021;27/06/2021;23/06/2021;25;MEX-0016 4360;-;23/06/2021;27/06/2021;25/06/2021;25;SI;;;TALMA;AVM;588;23/06/2021;24/06/2021;235-2021-10-095501-01-1-00;Verde;26/06/2021;26/06/2021;28/06/2021;NA;NA;NA;AVM;1/07/2021;001-0105357;AGERSA;1/07/2021;NA;PACKING SALAVERRY;7/07/2021;8/07/2021;27;;;28/03/2022;2021-1;;-;;No cargada por medio de transporte AIRE (23/12) [21-218-HPER // 4700002174]
2021-2022;LIQUIDADA;21-049-HPER;4700001970;OMAR;PROINECO ;AGQ;PROIN ORGANIC;-;1 000028;5,000;LITROS;EUR;4,000.00;60;EXW;SEA;LCL/LCL;ALGECIRAS;CALLAO;-;-;5;17/05/2021;19/05/2021;INCA LINES;CMA CGM;;TCNU7764080;21/05/2021;25/05/2021;29/05/2021;5/06/2021;12/06/2021;23;802021050382;CMA CGM ARKANSAS V.0WC9DS1MA ;25/06/2021;9/07/2021;9/07/2021;27;SI;21-049-HPER;25/06/2021;VILLAS OQUENDO;AVM;549;25/06/2021;6/07/2021;118-2021-10-261744-01-9-00;Verde;10/07/2021;11/07/2021;9/07/2021;NA;NA;NA;AVM;14/07/2021;PENDIENTE;AGERSA;14/07/2021;NA;FUNDO ARMONIA;18/07/2021;19/07/2021;29;;;28/03/2022;2021-1;;-;;Cargada en CP - DOC CARGADA. FALTA BL, CERT. ORIGEN, CERT. FITOSANITARIO EXP, FACTURA, SEGURO Y PROFORMA SLI [21-215-HPER // 4700002222 // UACU5505646]
2021-2022;LIQUIDADA;21-050-HPER;4700001949;RENE;JCK;E & E;PUNNET CESTA PET UK 150g -JCK;-;525;252,720;UN;USD;7,707.96;90;EXW;SEA;LCL/LCL;SAN ANTONIO;CALLAO;-;-;208;3/05/2021;11/05/2021;INCA LINES;HAMBURG SUD;;CAAU2008756;1/07/2021;29/06/2021;3/07/2021;27/07/2021;26/07/2021;30;SAI/CLL-S00000086;ANTOFAGASTA EXPRESS 127W;9/07/2021;31/07/2021;31/07/2021;30;SI;21-050-HPER;23/07/2021;VILLAS OQUENDO;AVM;;26/07/2021;26/07/2021;118-2021-10-291331-01-4-00;VERDE;1/08/2021;2/08/2021;31/07/2021;NA;NA;NA;;4/08/2021;;;;NA;;;1/01/1900;52;;;28/03/2022;2021-1;;-;ACTUALIZACION DE OC: CANTIDADES;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA PROFORMA SLI [21-205-HPER // OOLU9688566]
2021-2022;LIQUIDADA;21-051-HPER;PEA23Z99E0;I+D;HORTIFRUT CHILE SA;MUESTRAS;MUESTRAS;-;NA;1;UN;USD;1.00;0;CIP;AIR;AIR;LIMA;SANTIAGO;-;-;1;8/04/2021;NA;DHL;DHL;;-;NA;8/04/2021;8/04/2021;8/04/2021;8/04/2021;14;5972883022;-;8/04/2021;8/04/2021;8/04/2021;14;NO;-;-;DHL;;;;;235-2021-10-095501-01-1-00;Verde;;;;;;;;;;;;22/06/2021;;;1/01/1900;52;;;28/03/2022;2021-1;;-;;Cargada en CP – FALTA PROFORMA SLI [21-235-HPER // BMOU4333486]
2021-2022;LIQUIDADA;21-052-HPER ;4700002040;RENE;JCK;E & E;PUNNET PET 11OZ 5X7;-;523;498,240;UN;USD;37,866.24;90;FOB;SEA;FCL/FCL;SAN ANTONIO;CALLAO;1;40HC;692;26/04/2021;24/06/2021;ULOG;HAMBURG SUD;;TRHU408943-8;29/05/2021;29/05/2021;3/07/2021;14/07/2021;18/07/2021;28;ES202106-5386;UTE 125W;9/07/2021;21/07/2021;21/07/2021;29;SI;21-052-HPER;21/07/2021;IMUPESA;AVM;664;21/07/2021;26/07/2021;118-2021-10-290483-01-5-00;Verde;22/07/2021;23/07/2021;26/07/2021;NA;NA;;AVM; 02/08/2021;;;;;PACKING SALAVERRY;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001932;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-211-HPER // TCNU6006130]
2021-2022;LIQUIDADA;21-052-HPER ;4700002040;RENE;JCK;E & E;PUNNET PET 11OZ 5X7;-;523;498,240;UN;USD;37,866.24;90;FOB;SEA;FCL/FCL;SAN ANTONIO;CALLAO;1;40HC;692;26/04/2021;24/06/2021;ULOG;HAMBURG SUD;;MRKU354433-6;29/05/2021;29/05/2021;3/07/2021;14/07/2021;18/07/2021;28;ES202106-5386;UTE 125W;9/07/2021;21/07/2021;21/07/2021;29;SI;21-052-HPER;21/07/2021;IMUPESA;AVM;664;21/07/2021;26/07/2021;118-2021-10-290483-01-5-00;Verde;22/07/2021;23/07/2021;26/07/2021;NA;NA;;AVM; 02/08/2021;;;;;PACKING SALAVERRY;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001932;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-211-HPER // APHU7150734]
2021-2022;LIQUIDADA;21-052-HPER ;4700002040;RENE;JCK;E & E;PUNNET PET 11OZ 5X7;-;523;498,240;UN;USD;37,866.24;90;FOB;SEA;FCL/FCL;SAN ANTONIO;CALLAO;1;40HC;692;26/04/2021;24/06/2021;ULOG;HAMBURG SUD;;MRKSU434761-1;29/05/2021;29/05/2021;3/07/2021;14/07/2021;18/07/2021;28;ES202106-5386;UTE 125W;9/07/2021;21/07/2021;21/07/2021;29;SI;21-052-HPER;21/07/2021;IMUPESA;AVM;664;21/07/2021;26/07/2021;118-2021-10-290483-01-5-00;Verde;22/07/2021;23/07/2021;26/07/2021;NA;NA;;AVM; 02/08/2021;;;;;PACKING SALAVERRY;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001932;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-211-HPER // TCLU8547728]
2021-2022;LIQUIDADA;21-052-HPER ;4700002040;RENE;JCK;E & E;PUNNET PET 11OZ 5X7;-;523;498,240;UN;USD;37,866.24;90;FOB;SEA;FCL/FCL;SAN ANTONIO;CALLAO;1;40HC;692;26/04/2021;24/06/2021;ULOG;HAMBURG SUD;;HASU4275620;29/05/2021;29/05/2021;3/07/2021;14/07/2021;18/07/2021;28;ES202106-5386;UTE 125W;9/07/2021;21/07/2021;21/07/2021;29;SI;21-052-HPER;21/07/2021;IMUPESA;AVM;664;21/07/2021;26/07/2021;118-2021-10-290483-01-5-00;Verde;22/07/2021;23/07/2021;26/07/2021;NA;NA;;AVM; 02/08/2021;;;;;PACKING SALAVERRY;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001932;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-210-HPER // TCKU6338634]
2021-2022;LIQUIDADA;21-052-HPER ;4700002040;RENE;JCK;E & E;PUNNET CESTA PET UK 150g -JCK;-;523;820,125;UN;USD;25,423.88;90;FOB;SEA;FCL/FCL;SAN ANTONIO;CALLAO;1;40HC;675;11/05/2021;24/06/2021;ULOG;HAMBURG SUD;;MRKU353960-1;29/05/2021;29/05/2021;3/07/2021;14/07/2021;18/07/2021;28;ES202106-5386;UTE 125W;9/07/2021;21/07/2021;21/07/2021;29;SI;21-052-HPER;21/07/2021;IMUPESA;AVM;664;21/07/2021;26/07/2021;118-2021-10-290483-01-5-00;Verde;22/07/2021;23/07/2021;26/07/2021;NA;NA;;AVM; 02/08/2021;;;;;PACKING CHAO;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001936;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-210-HPER // TCLU9776879]
2021-2022;LIQUIDADA;21-052-HPER ;4700002040;RENE;JCK;E & E;PUNNET PET 11OZ 5X7;-;523;498,240;UN;USD;37,866.24;90;FOB;SEA;FCL/FCL;SAN ANTONIO;CALLAO;1;40HC;692;21/06/2021;24/06/2021;ULOG;HAMBURG SUD;;MRKU267310-7;29/05/2021;29/05/2021;3/07/2021;14/07/2021;18/07/2021;28;ES202106-5386;UTE 125W;9/07/2021;21/07/2021;21/07/2021;29;SI;21-052-HPER;21/07/2021;IMUPESA;AVM;664;21/07/2021;26/07/2021;118-2021-10-290483-01-5-00;Verde;22/07/2021;23/07/2021;26/07/2021;NA;NA;;AVM; 02/08/2021;;;;;PACKING CHAO;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001994;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-210-HPER // CMAU7180167]
2021-2022;LIQUIDADA;21-053-HPER;4700002020;RENE;FASTIK ;E & E;"FILM PET/NO
PRINT/RESEALABLE/PUNNET 11OZ";-;81351-95902;104,500;UN;USD;6,735.03;30;EXW;AIR;AIR;MIAMI;LIMA;-;-;1;28/06/2021;25/06/2021;FORBIS;LATAM;;-;29/06/2021;6/07/2021;9/07/2021;9/07/2021;9/07/2021;27; FOR70349438;L7-1833;9/07/2021;9/07/2021;9/07/2021;27;SI;21-053-HPER;7/07/2021;TALMA;AVM;625;8/07/2021;;;;9/07/2021;9/07/2021;10/07/2021;NA;NA;NA;AVM;14/07/2021;;AGERSA;14/07/2021;NA;SALAVERRY;;1/01/1900;52;;;28/03/2022;2021-1;;-;-;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-214-HPER // MSMU7023431]
2021-2022;LIQUIDADA;21-053-HPER;4700002020;RENE;FASTIK ;E & E;FILM PUNNET PET 18OZ 7X7 CESTA;-;80919-95982;352,000;UN;USD;22,232.32;30;EXW;AIR;AIR;MIAMI;LIMA;-;-;2;28/06/2021;25/06/2021;FORBIS;LATAM;;-;29/06/2021;6/07/2021;9/07/2021;9/07/2021;9/07/2021;27; FOR70349438;L7-1833;9/07/2021;9/07/2021;9/07/2021;27;SI;21-053-HPER;7/07/2021;TALMA;AVM;625;8/07/2021;;;;9/07/2021;9/07/2021;10/07/2021;NA;NA;NA;AVM;14/07/2021;;AGERSA;14/07/2021;NA;SALAVERRY;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001941  de un total de 2,000,000.;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-214-HPER // FFAU2938186]
2021-2022;LIQUIDADA;21-054-HPER;4700002050;OMAR;HORTIFRUT CHILE SA;PLANTAS;ROCIO;-;11588;12,800;UN;USD;37,120.00;90;CFR;AIR;AIR;SANTIAGO;LIMA;-;-;1;9/07/2021;NA;DIRECTO;LATAM;;-;NA;9/07/2021;13/07/2021;13/07/2021;13/07/2021;28;045-43467745;9572;13/07/2021;13/07/2021;13/07/2021;28;SI;;;TALMA;AVM;656;19/07/2021;;;Verde;13/07/2021;13/07/2021;;;;NA;;;;;NA;NA;VIVERO ILUSION;;1/01/1900;52;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-213-HPER // TLLU7703526]
2021-2022;LIQUIDADA;21-055-HPER;4700002050;OMAR;HORTIFRUT CHILE SA;PLANTAS;ROCIO;-;11588;62,400;UN;USD;180,960.00;90;CFR;AIR;AIR;SANTIAGO;LIMA;-;-;2;9/07/2021;NA;DIRECTO;LATAM;;-;NA;9/07/2021;13/07/2021;13/07/2021;13/07/2021;28;045-43467745;9572;13/07/2021;13/07/2021;13/07/2021;28;SI;;;TALMA;AVM;657;19/07/2021;;;;13/07/2021;13/07/2021;;;;NA;;;;;NA;NA;VIVERO ILUSION;;1/01/1900;52;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-213-HPER // TEMU7864582]
2021-2022;LIQUIDADA;21-056-HPER;4700002050;OMAR;HORTIFRUT CHILE SA;PLANTAS;ROCIO;-;11588;124,800;UN;USD;361,920.00;90;CFR;AIR;AIR;SANTIAGO;LIMA;-;-;5;9/07/2021;NA;DIRECTO;LATAM;;-;NA;9/07/2021;14/07/2021;14/07/2021;14/07/2021;28;045-43467745;9572;14/07/2021;14/07/2021;14/07/2021;28;SI;;;TALMA;AVM;658;19/07/2021;;235-2021-10-109466;Verde;14/07/2021;14/07/2021;;;;NA;;;;;NA;NA;VIVERO ILUSION;;1/01/1900;52;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-212-HPER // TCKU6308959]
2021-2022;LIQUIDADA;21-057-HPER;4700001950;RENE;JCK;E & E;PUNNET CESTA PET UK 150g -JCK;-;531;91,125;UN;USD;2,779.31;90;EXW;SEA;LCL/LCL;SAN ANTONIO;CALLAO;-;-;3;3/05/2021;11/05/2021;AIRSEALOG;HAMBURG SUD;;-;15/07/2021;15/07/2021;10/07/2021;22/07/2021;22/07/2021;29; S00008728;BOMAR BEIJING 126W;17/07/2021;27/07/2021;25/07/2021;29;SI;21-057-HPER;21/07/2021;VILLAS OQUENDO;AVM;;23/07/2021;30/07/2021; 118-2021-10-297577-01-5-00;VERDE;26/07/2021;26/07/2021;30/07/2021;NA;NA;NA;; 03/08/2021;;;NA;NA;;;1/01/1900;52;;;28/03/2022;2021-1;;-;ACTUALIZACION DE OC: CANTIDADES;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA PROFORMA SLI [21-207-HPER // CMAU5469422]
2021-2022;LIQUIDADA;21-058-HPER;4700001966;JOSE;RITEC;EQP & INST;Equipo Nutritec;-;21/444;1;UN;USD;1,500.00;0;EXW;SEA;FCL/FCL;VALENCIA;CALLAO;0.5;40HC;0;15/06/2021;15/06/2021;FORBIS;MSC;;MSMU7881699;22/06/2021;22/06/2021;28/06/2021;28/06/2021;28/06/2021;26;ME2107444/1;MSC MELINE;23/07/2021;22/07/2021;21/07/2021;29;SI;21-058-HPER;21/07/2021;IMUPESA;AVM;668;21/07/2021;;;VERDE;22/07/2021;23/07/2021;24/07/2021;NA;NA;;AVM;;;;NA;;;;1/01/1900;52;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-208-HPER // APHU7126297]
2021-2022;LIQUIDADA;21-058-HPER;4700001969;JOSE;RITEC;EQP & INST;Equipo Nutritec;-;21/444;163;UN;USD;56,940.00;0;EXW;SEA;FCL/FCL;VALENCIA;CALLAO;0.5;40HC;0;15/06/2021;15/06/2021;FORBIS;MSC;;MSMU7881699;22/06/2021;22/06/2021;28/06/2021;28/06/2021;28/06/2021;26;ME2107444/1;MSC MELINE;23/07/2021;22/07/2021;21/07/2021;29;SI;21-058-HPER;21/07/2021;IMUPESA;AVM;668;21/07/2021;;;VERDE;22/07/2021;23/07/2021;24/07/2021;NA;NA;;AVM;;;;NA;;;;1/01/1900;52;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-208-HPER // INKU6466805]
2021-2022;LIQUIDADA;21-059-HPER;4700001974;OMAR;PROMISOL ;AGQ;PROMI CALFOR;-;21295;14,000;LITROS;EUR;52,220.00;90;CIF;SEA;LCL/LCL;BARCELONA;CALLAO;-;-;12;-;NA;MSL;MSC;;-;NA;;1/07/2021;1/07/2021;1/07/2021;26;210402586/0403;MSC MELINE;24/07/2021;22/07/2021;21/07/2021;29;NO;NA;NA;DPW;AVM;;22/07/2021;30/07/2021;118-2021-10-297352-01-3-00;Verde;22/07/2021;23/07/2021;30/07/2021;NA;NA;NA;;31/07/2021;;;NA;NA;SALAVERRY;#¡VALOR!;#¡VALOR!;#¡VALOR!;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA PROFORMA SLI [21-150-HPER // 4700002165 // TGHU6599085]
2021-2022;LIQUIDADA;21-060-HPER;4700001977;GERMAN;A&B PACKING EQUIPMENT, INC.;SPAREPARTS;RESPUESTOS PARA MAQUINARIA ;-;91310;424;UN;USD;14,127.47;0;EXW;AIR;AIR;CHICAGO;LIMA;-;-;1;28/07/2021;22-Jul;AIRSEALOG;LATAM;;-;3/08/2021;9/08/2021;11/08/2021;11/08/2021;11/08/2021;32;2EAMIA2631;LA2461;12/08/2021;11/08/2021;13/08/2021;32;SI;21-060-HPER;10/08/2021;SHOHIN;AVM;722;10/08/2021;;235-2021-10-120914-01-5-00;Verde;;;;;;NA;;16/08/2021;;AGERSA;NA;NA;PLANTA SALAVERRY;24/08/2021;25/08/2021;34;;;28/03/2022;2021-1;;-;;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN, SEGURO Y PROFORMA SLI [21-198-HPER // 4700002192 // MSDU7642039]
2021-2022;LIQUIDADA;21-061-HPER;4700002046;RENE;FASTIK ;E & E;FILM PUNNET PET 11OZ 5X7;-;82020-86978;35,750;UN;USD;1,705.99;30;EXW;SEA;LCL/LCL;LOS ANGELES;CALLAO;-;-;3;28/06/2021;25/06/2021;FORBIS;ONE;;AKLU6003715;29/06/2021;30/06/2021;7/07/2021;7/07/2021;24/07/2021;29;FBLAXCLL2129007;SEASPAN BEYOND V. 611E;29/07/2021;12/08/2021;13/08/2021;32;SI;21-061-HPER;21/07/2021;VILLAS OQUENDO;AVM;711;5/08/2021;6/08/2021;118-2021-10-309025-01-3-00;Verde;13/08/2021;14/08/2021;13/08/2021;NA;NA;NA;;17/08/2021;;;NA;NA;;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001939;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN Y PROFORMA SLI [21-200-HPER // 4700002194 // UACU5367948]
2021-2022;LIQUIDADA;21-061-HPER;4700002046;RENE;FASTIK ;E & E;FILM PUNNET PET 11OZ 5X7;-;95981;660,000;UN;USD;31,495.20;30;EXW;SEA;LCL/LCL;LOS ANGELES;CALLAO;-;-;3;28/06/2021;25/06/2021;FORBIS;ONE;;AKLU6003715;29/06/2021;30/06/2021;7/07/2021;7/07/2021;24/07/2021;29;FBLAXCLL2129007;SEASPAN BEYOND V. 611E;29/07/2021;12/08/2021;13/08/2021;32;SI;21-061-HPER;21/07/2021;VILLAS OQUENDO;AVM;711;5/08/2021;6/08/2021;118-2021-10-309025-01-3-00;Verde;13/08/2021;14/08/2021;13/08/2021;NA;NA;NA;;17/08/2021;;;NA;NA;;;1/01/1900;52;;;28/03/2022;2021-1;;-;ANTES OC 4700001939;Cargada en CP - DOCUMENTACIÓN CARGADA. FALTA CERT. ORIGEN, CERT. FITOSANITARIO EXPORTACIÓN, SEGURO Y PROFORMA SLI [21-199-HPER // 4700002193 // FFAU2013231]
