,ESTADO,REF,Importador,OC,BUYER,Proveedor,TIPO PROD,PRODUCTO,FT,CANT,UN,USD,EUR,Valor Final USD,Forma de Pago ,INCOTERM,MODE,TYPE,POD,POL,CTNR TYPE,CTNR QTY,PQ,AGENTE DE CARGA,NAVIERA / AEROLINEA,B/L- AWB,NAVE,ETD,ETA,WEEK,SEGURO HPER,ASEGURADORA,POLIZA PROFORMA  NRO,Días Libres Sobrestadía,Dias libres Almacenaje,DIRECCIONAMIENTO,DEPOT,AG. ADUANA,Orden,Solicitud Proforma,Solicitud Pago,Pago Proforma,Fecha Numeración,DAM,Canal,Fecha Levante,Fecha de Retiro y Entrega Agersa,Lugar Entrega,Transporte,Fecha Entrega Trux,Envío de Provisión,Fecha Liquidación,Fecha Envío Archivo,Observaciones,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-123-HPER,HORTIFRUT-PERU SAC,4700001830,OMAR QUISPE,EDEN MODERN AGRICULTURE S.L.,AGROQUIMICOS,DISPER CHLOROPHYL,1271 / 2020,"1,000",KGS,$0.00,"€ 25,410.00","$25,410.00",60 días,EXW,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,2,AIR SEA LOG,VANGUARD,ASLP00170 ,SANTOS EXPRESS,14/11/2020,10/12/2020,50,SI,LA POSITIVA,223527839,-,30,-,VILLAS OQUENDO,AVM,1079,3-dic,1-dic,7-dic,,,Verde,,16-dic,Chao,AGERSA,,,22-dic,28-mar,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-124-HTAL,HORTIFRUT-TAL SAC,4700001831,OMAR QUISPE,EDEN MODERN AGRICULTURE S.L.,AGROQUIMICOS,DISPER CHLOROPHYL,1270 / 2020,940,KGS,$0.00,"€ 23,885.40","$23,885.40",60 días,EXW,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,2,AIR SEA LOG,VANGUARD,ASLP00169,SANTOS EXPRESS,14/11/2020,10/12/2020,50,SI,LA POSITIVA,,-,30,-,VILLAS OQUENDO,AVM,1080,3-dic,1-dic,7-dic,,,Verde,,16-dic,Chao,AGERSA,,,22-dic,28-mar,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-125-HPER,HORTIFRUT-PERU SAC,4700001836,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,938,"9,000",LTS,$0.00,"€ 17,811.22","$17,811.22",Contado,CIF,SEA,FCL/LCL,VALENCIA,CALLAO,40ST,0.53,9,NOATUM,HAPAG LLOYD,468220,CMA CGM TANYA,24/11/2020,17/12/2020,51,NO,-,-,,,17-dic,IMUPESA,AVM,1118,14-dic,1-dic,,,,,,30-dic,CHAO,Agersa,,,26-ene,28-mar,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-126-HTAL,HORTIFRUT-TAL SAC,4700001837,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,939,"7,000",LTS,$0.00,"€ 13,932.63","$13,932.63",Contado,CIF,SEA,FCL/LCL,VALENCIA,CALLAO,40ST,0.41,7,NOATUM,HAPAG LLOYD,465999,CMA CGM TANYA,24/11/2020,17/12/2020,51,NO,-,-,,,17-dic,IMUPESA,AVM,1119,14-dic,1-dic,,,,,,30-dic,CHAO,Agersa,,,26-ene,28-mar,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-127-BERR,BERRIES DE CHAO SAC,4700001838,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,937,"1,000",LTS,$0.00,"€ 2,296.87","$2,296.87",Contado,CIF,SEA,FCL/LCL,VALENCIA,CALLAO,40ST,0.06,1,NOATUM,HAPAG LLOYD,468221,CMA CGM TANYA,24/11/2020,17/12/2020,51,NO,-,-,,,17-dic,IMUPESA,AVM,1120,14-dic,1-dic,,,,,,30-dic,CHAO,Agersa,,,26-ene,28-mar,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-128-HTAL,HORTIFRUT-TAL SAC,4700001846,OMAR QUISPE,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 1530F,FRCLP-20-00575,220,BOLSAS,$0.00,"€ 43,340.00","$43,340.00",30 días,CIF,SEA,FCL/FCL,RIGA,CALLAO,40HC,11,#¡REF!,DIRECTO,MSC,MEDUNC449786,MSC SHUBA B,5/11/2020,10/12/2020,50,NO,-,-,21,30,9-dic,IMUPESA,AVM,1070,30-nov,1-dic,7-dic,,,,,,,,,,26-ene,28-mar,"LIQUIPARCIAL 26/ENE, CPB 1439 SENASA 09/FEB",,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-129-HTAL,HORTIFRUT-TAL SAC,4700001897,OMAR QUISPE,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 1530F,FRCLP-20-00579,220,BOLSAS,$0.00,"€ 43,340.00","$43,340.00",30 días,CIF,SEA,FCL/FCL,RIGA,CALLAO,40HC,11,#¡REF!,DIRECTO,MSC,MEDUNC449794,MSC CHLOE,12/11/2020,17/12/2020,51,NO,-,-,21,30,9-dic,IMUPESA,AVM,1074,30-nov,1-dic,,,,,,,,,,,26-ene,28-mar,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-130-HTAL,HORTIFRUT-TAL SAC,4700001847,OMAR QUISPE,ALFARROXO TRADING LTDA,SUSTRATOS,CORTEZA DE PINO 1530,2013,#¡REF!,BOLSAS,$0.00,#¡REF!,#¡REF!,60 días,FOB,SEA,FCL/FCL,LEIXOES,CALLAO,40HC,8,#¡REF!,CH ROBINSON,CMA CGM,CHSL2201630,GUAYAQUIL EXPRESS  ,7/11/2020,24/12/2020,52,SI,LA POSITIVA,223530105,21,30,23-dic,IIMUPESA,AVM,1077,3-dic,1-dic,30-dic,,,Verde,,5-ene,CHAO,AGERSA / TRANSPESA,,,26-ene,28-mar,50% AGERSA / 50% TRANSPESA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-131-HPER,HORTIFRUT-PERU SAC,-,RENE RAMIREZ,HORTIFRUT MEXICO SA DE CV,EQUIPO E INSTRUMENTACION,MAQUINA GT6 ,DDJJ,1,UN,"$488,593.00",€ 0.00,"$488,593.00",60 días,FOB,SEA,FCL/FCL,CALLAO,MANZANILLO,40HC,1,,CH ROBINSON,OCCL,2651803040,,14/12/2020,15/12/2020,51,SI,LA POSITIVA,223511500,,,,,AVM,1024,,1-dic,,,,,,,,,,,4-ene,28-mar,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-132-HPER,HORTIFRUT-PERU SAC,4700001881,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL - REPOSICION,10179,"41,903",UN,"$91,348.54",€ 0.00,"$91,348.54",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,,DIRECTO,KOREAN AIR,180-49988842,-,14/12/2020,14/12/2020,51,SI,LA POSITIVA,,,-,-,SAASA,AVM,1114,14-dic,-,-,,,,,17-dic,Olmos,RVC,18-dic,,23-dic,28-mar,"LIQUI PARCIAL 23/DIC, CPB 278 SOLES 26/FEB y LA POSITIVA USD 83.63 04/MAR",,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-001-HPER,HORTIFRUT-PERU SAC,4700001496,JOSE RIVERA,CAMPAGNOLA IBERICA,EQUIPO E INSTRUMENTACION,TIJERAS SPEEDY Y STARK M / L,951, 90 ,UN,$0.00,"€ 23,550.00","$23,550.00",,CIF,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,9,INCA LINES SAC,,802019110368,CARTAGENA EXPRESS,7/12/2019,3/1/2020,1,NO,,,,,,VILLAS OQUENDO,AVM,43,,,,,,Verde,,10-ene,CHAO,AGERSA,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-002-HTAL,HORTIFRUT-TAL SAC,4700001525,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-19-00757, 126 ,BIG BAGS,$0.00,"€ 21,294.00","$21,294.00",30 días,CIF,SEA,FCL/FCL,ESTONIA,CALLAO,40HC,6,-,DIRECTO,MSC,MEDUH1955333,MSC BIANCA NX952A,20/12/2019,23/1/2020,4,NO,,,21,21,,LICSA,AVM,69,,,,,,Verde,,,CHAO,AGERSA,"2 CTNR 14/FEB
2 CTNR 15/FEB
2 CTNR 17/FEB ",,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-003-HTAL,HORTIFRUT-TAL SAC,4700001525,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-19-00758, 42 ,BIG BAGS,$0.00,"€ 7,476.00","$7,476.00",30 días,CIF,SEA,FCL/FCL,ESTONIA,CALLAO,40HC,8,,DIRECTO,MSC,MEDUH1958287,MSC MARS NX1A,24/12/2029,30/1/2020,5,NO,,,21,30,,IMUPESA,AVM,94,,,,,,Verde,,4 CTNR 18-Feb  4 CTNR 19-Feb ,CHAO,AGERSA,"2 CTNR 19/FEB
4 CTNR 20/FEB
2 CTNR 21/FEB",,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-004-HTAL,HORTIFRUT-TAL SAC,4700001525,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-19-00773, 168 ,BIG BAGS,$0.00,"€ 28,392.00","$28,392.00",30 días,CIF,SEA,FCL/FCL,ESTONIA,PAITA,40HC,2,,DIRECTO,MSC,MEDUH1955341,MINSTREL 004S,20/12/2019,31/1/2020,5,NO,,,21,21,,TPE,AVM,29,,,,,,Verde,,,CHAO,AVM,2 CTNR 12/FEB,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-005-HTAL,HORTIFRUT-TAL SAC,4700001525,JOSE RIVERA,COMERCIAL PROJAR SA,SUSTRATOS,TURBA BLEND 040,FRCLP-20-00010, 189 ,BIG BAGS,$0.00,"€ 31,941.00","$31,941.00",30 días,CIF,SEA,FCL/FCL,ESTONIA,CALLAO,40HC,9,,DIRECTO,MSC,MEDUH1960838,MSC CHLOE,18/1/2020,20/2/2020,8,NO,,,21,30,,IMUPESA,AVM,163,,,,,,Verde,,12-mar,CHAO,AGERSA,2 CTNRS 13/MAR 4 CTNRS 14/MAR 3 CTNRS 16/MAR,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-006-HPER,HORTIFRUT-PERU SAC,4700001564,RENE RAMIREZ,EUROBERRY MARKETING SA,MATERIAL DE EMPAQUE,BANDEJAS,431/19,5600,UN,$0.00,"€ 1,400.00","$1,680.00",,FOB,SEA,FCL/FCL,Vlissingen,PAITA,40HC,1,,DIRECTO,SEATRADE,SGNVB64VLI909074, LADY ROSEBAY ,11/12/2019,5/1/2020,1,NO,,,,,,TPE,AVM,15,,,,,,Verde,,,CHAO,AVM,21-ene,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-007-HPER,HORTIFRUT-PERU SAC,4700001565,RENE RAMIREZ,EUROBERRY MARKETING SA,MATERIAL DE EMPAQUE,BANDEJAS,420/19,"5,712",UN,$0.00,"€ 1,428.00","$1,713.60",,FOB,SEA,FCL/FCL,DOVER,PAITA,40HC,1,,DIRECTO,SEATRADE,SGNV283DVR915005,ATLANTIC REEFER,2/12/2019,28/12/2019,52,NO,,,,,,TPE,AVM,,,,,,,Verde,,,CHAO,AVM,21-ene,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-008-HPER,HORTIFRUT-PERU SAC,4700001567,RENE RAMIREZ,EUROBERRY MARKETING SA,MATERIAL DE EMPAQUE,BANDEJAS,489/19 ,5712,UN,$0.00,"€ 1,428.00","$1,713.60",60 días,FOB,SEA,FCL/FCL,DOVER,PAITA,40HC,2,,DIRECTO,SEATRADE,SGNV143DVR911002,COLD STREAM,27/12/2019,18/1/2020,3,NO,,,,,,TPE,AVM,27,,,,,,Verde,,,CHAO,AVM,28-ene,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-008-HPER,HORTIFRUT-PERU SAC,4700001568,RENE RAMIREZ,EUROBERRY MARKETING SA,MATERIAL DE EMPAQUE,BANDEJAS,499/19,5712,UN,$0.00,"€ 1,428.00","$1,713.60",60 días,FOB,SEA,FCL/FCL,DOVER,PAITA,40HC,2,,DIRECTO,SEATRADE,SGNV143DVR911002,COLD STREAM,27/12/2019,18/1/2020,3,NO,,,,,,TPE,AVM,27,,,,,,Verde,,,CHAO,AVM,6-feb,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-009-HPER,HORTIFRUT-PERU SAC,4700001566,RENE RAMIREZ,EUROBERRY MARKETING SA,MATERIAL DE EMPAQUE,BANDEJAS,420/19,5600,UN,$0.00,"€ 1,400.00","$1,680.00",60 días,FOB,SEA,FCL/FCL,DOVER,PAITA,40HC,1,,DIRECTO,SEATRADE,SGNV284VLI001099,PACIFIC REEFER,9/1/2020,2/2/2020,5,NO,,,21,,,TPE,AVM,28,,,,,,Verde,,,CHAO,AVM,12-feb,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-019-HPER,HORTIFRUT-PERU SAC,4700001673,COMUNICACIONES,HORTIFRUT CHILE S.A.,UTILES DE OFICINA,AGENDAS CORPORATIVAS,1,70,un,$70.00,€ 0.00,$70.00,60 días,CIF,AIR,AIR,SANTIAGO,LIMA,-,-,3,DHL,DHL,4700133631,-,24/1/2020,24/1/2020,4,NO,-,-,-,-,-,DHL,DHL,-,,,,,,Verde,,,,,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-020-HPER,HORTIFRUT-PERU SAC,4700001673,COMUNICACIONES,HORTIFRUT CHILE S.A.,UTILES DE OFICINA,AGENDAS CORPORATIVAS,2,150,un,$150.00,€ 0.00,$150.00,60 días,CIF,AIR,AIR,SANTIAGO,LIMA,-,-,4,DHL,DHL,6166289172,-,24/1/2020,24/1/2020,4,NO,-,-,-,-,-,DHL,DHL,-,,,,,,Verde,,,,,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-021-HPER,HORTIFRUT-PERU SAC,4700001673,COMUNICACIONES,HORTIFRUT CHILE S.A.,UTILES DE OFICINA,AGENDAS CORPORATIVAS,3,50,un,$50.00,€ 0.00,$50.00,60 días,CIF,AIR,AIR,SANTIAGO,LIMA,-,-,3,DHL,DHL,1044823216,-,24/1/2020,24/1/2020,4,NO,-,-,-,-,-,DHL,DHL,-,,,,,,Verde,,,,,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-010-HTAL,HORTIFRUT-TAL SAC,4700001614,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,SEEDINGS 2018,8428,1281,UN,"$1,306.62",€ 0.00,"$1,306.62",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,1,DIRECTO,LATAM,045-00933111,-,26/1/2020,26/1/2020,4,NO,-,-,-,-,-,TALMA,AVM,95,,,,,,Verde,,,CHAO,RVC,2 CTNR 15/FEB,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-010-HTAL,HORTIFRUT-TAL SAC,4700001614,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,SELECCIONES AVANZADAS,8428,1009,UN,"$1,029.18",0.00 €,"$1,029.18",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,1,DIRECTO,LATAM,045-00933111,-,26/1/2020,26/1/2020,4,NO,,,NA,0,,TALMA,AVM,95,,,,,,Verde,,,CHAO,RVC,2 CTNR 15/FEB,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-011-HTAL,HORTIFRUT-TAL SAC,4700001615,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL - REPOSICION,8430,1800,UN,$972.00,€ 0.00,$972.00,60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,3,DIRECTO,LATAM,045-00933461,-,26/1/2020,26/1/2020,4,NO,-,-,-,-,-,TALMA,AVM,96,,,,,,Verde,,,CHAO,RVC,2 CTNR 17/FEB ,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-011-HTAL,HORTIFRUT-TAL SAC,4700001616,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,8429,60000,UN,"$32,400.00",€ 0.00,"$32,400.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,3,DIRECTO,LATAM,045-00933461,-,26/1/2020,26/1/2020,4,NO,-,-,-,-,-,TALMA,AVM,96,,,,,,Verde,,,CHAO,RVC,2 CTNR 17/FEB ,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-012-HTAL,HORTIFRUT-TAL SAC,4700001617,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,8674,114161,UN,"$61,646.94",€ 0.00,"$61,646.94",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,LATAM,045-09145253,-,26/1/2020,26/1/2020,4,NO,-,-,-,-,-,TALMA,AVM,100,,,,,,Verde,,,CHAO,RVC,2 CTNR 19/FEB,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-012-HTAL,HORTIFRUT-TAL SAC,4700001617,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,8674,74039,UN,"$188,059.06",0.00 €,"$188,059.06",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,LATAM,045-09145253,-,26/1/2020,26/1/2020,4,NO,-,-,-,-,-,TALMA,AVM,100,,,,,,Verde,,,CHAO,RVC,2 CTNR 19/FEB,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-013-HTAL,HORTIFRUT-TAL SAC,4700001618,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,8860,124039,UN,"$66,981.06",€ 0.00,"$66,981.06",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,LATAM,045-09242004,-,3/2/2020,3/2/2020,6,NO,-,-,-,-,-,TALMA,AVM,130,,,,,,Verde,,,CHAO,RVC,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-013-HTAL,HORTIFRUT-TAL SAC,4700001618,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,8860,125961,UN,"$319,940.94",0.00 €,"$319,940.94",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,LATAM,045-09242004,-,3/2/2020,3/2/2020,6,NO,-,-,-,-,-,TALMA,AVM,130,,,,,,Verde,,,CHAO,RVC,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-014-HTAL,HORTIFRUT-TAL SAC,4700001628,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL - REPOSICION,9036,7200,UNI,"$12,339.68",€ 0.00,"$12,339.68",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,DIRECTO,LATAM,045-08971373,-,10/2/2020,10/2/2020,7,NO,-,-,-,-,-,TALMA,AVM,147,,,,,,Verde,,,CHAO,RVC,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-015-HPER,HORTIFRUT-PERU SAC,4700001642,RENE RAMIREZ,HORTIFRUT IMPORTS INC,MATERIAL DE EMPAQUE,BANDEJAS,2,5440,UN,"$1,360.00",€ 0.00,"$1,360.00",60 días,FOB,SEA,FCL/FCL,MANZANILLO,PAITA,40HC,1,,DIRECTO,SEABOARD,SMLU 5951643A,HELLE RITSCHER V. 9 ,12/2/2020,19/2/2020,8,NO,,,,-,,TPE,AVM,42,,,,,,Verde,,,CHAO,AVM,5-mar,,23-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-016-HTAL,HORTIFRUT-TAL SAC,4700001626,JOSE RIVERA,HORTIFRUT NORTH AMERICA INC,PLANTAS,BLUEBERRY IN VITRO,116,91,UN,"$1,945.00",€ 0.00,"$1,945.00",60 días,CPT,AIR,AIR,PORTLAND,LIMA,-,-,1,DIRECTO,DELTA,612833925,-,23/2/2020,23/2/2020,8,NO,,,-,-,,TALMA,AVM,195,,,,,,Verde,,,CHAO,,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-017-HPER,HORTIFRUT-PERU SAC,4700001641,RENE RAMIREZ,HORTIFRUT IMPORTS INC,MATERIAL DE EMPAQUE,BANDEJAS,3,10960,UN,"$2,740.00",€ 0.00,"$2,740.00",60 días,FOB,SEA,FCL/FCL,MANZANILLO,PAITA,40HC,2,,DIRECTO,SEABOARD,SMLU 5968757A,ERATO V. 24,10/2/2020,4/3/2020,10,NO,,,,-,,TPE,AVM,43,,,,,,Verde,,,CHAO,AVM,6-mar,,23-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-018-HTAL,HORTIFRUT-TAL SAC,4700001465,JOSE RIVERA,CARFIA SL.,SUSTRATOS,FIBRA DE COCO,15/HDCL/19," 25,600 ", KGS ,"$21,000.00",€ 0.00,"$21,000.00", Contado ,CIF,SEA,FCL/FCL,COLOMBO,CALLAO,40HC,1,-,DIRECTO,ONE,ONEYCMBA00035300,MSC MADHU B FA004A,8/1/2020,5/3/2020,10,NO,,,21,30,,IMUPESA,AVM,162,,,,,,Verde,,13-mar,CHAO,AGERSA,16-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-014-HTAL,HORTIFRUT-TAL SAC,4700001629,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9035,66989,UNI,"$170,152.06",€ 0.00,"$170,152.06",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,DIRECTO,LATAM,045-08971373,-,10/2/2020,10/2/2020,7,NO,-,-,-,-,-,TALMA,AVM,147,,,,,,Verde,,,CHAO,RVC,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-014-HTAL,HORTIFRUT-TAL SAC,4700001629,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9035,1800,UNI,"$3,042.00",€ 0.00,"$3,042.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,DIRECTO,LATAM,045-08971373,-,10/2/2020,10/2/2020,7,NO,-,-,-,-,-,TALMA,AVM,147,,,,,,Verde,,,CHAO,RVC,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-014-HTAL,HORTIFRUT-TAL SAC,4700001630,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9032,174011,UNI,"$441,987.94",€ 0.00,"$441,987.94",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,DIRECTO,LATAM,045-08971373,-,10/2/2020,10/2/2020,7,NO,-,-,-,-,-,TALMA,AVM,147,,,,,,Verde,,,CHAO,RVC,,,,28-feb,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-022-HPER,HORTIFRUT-PERU SAC,4700001554,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20023,9000,LT,$0.00,"€ 84,150.00","$84,150.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,1.5,9,DIRECTO,HAPAG LLOYD,HLCUBC1200138174,CARTAGENA EXPRESS,1/2/2020,6/3/2020,10,NO,,,,30,,IMUPESA,AVM,196,,,,,,Verde,,12-mar,CHAO,AGERSA,14-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-022-HPER,HORTIFRUT-PERU SAC,4700001559,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20019,13200,KGS,$0.00,"€ 48,840.00","$48,840.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,-,11,DIRECTO,HAPAG LLOYD,HLCUBC1200138174,CARTAGENA EXPRESS,1/2/2020,6/3/2020,10,NO,,,,30,,IMUPESA,AVM,196,,,,,,Verde,,12-mar,CHAO,AGERSA,14-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-023-HTAL,HORTIFRUT-TAL SAC,4700001555,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20024,8000,LT,$0.00,"€ 74,800.00","$74,800.00",90 días,CIF,SEA,FCL/FCL,BARCELONA,CALLAO,20ST,1,8,DIRECTO,HAPAG LLOYD,HLCUBC1200138119,CARTAGENA EXPRESS,1/2/2020,6/3/2020,10,NO,,,,30,,IMUPESA,AVM,219,,,,,,Verde,,12-mar,CHAO,AGERSA,14-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-023-HTAL,HORTIFRUT-TAL SAC,4700001558,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20020,10000,KGS,$0.00,"€ 37,000.00","$37,000.00",90 días,CIF,SEA,FCL/FCL,BARCELONA,CALLAO,20ST,-,24,DIRECTO,HAPAG LLOYD,HLCUBC1200138119,CARTAGENA EXPRESS,1/2/2020,6/3/2020,10,NO,,,,30,,IMUPESA,AVM,219,,,,,,Verde,,12-mar,CHAO,AGERSA,14-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-024-BERR,BERRIES DE CHAO SAC,4700001556,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20025,1000,LT,$0.00,"€ 9,350.00","$9,350.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,0.5,1,DIRECTO,HAPAG LLOYD,HLCUBC1200128726,CARTAGENA EXPRESS,1/2/2020,6/3/2020,10,NO,,,,30,,IMUPESA,AVM,149,,,,,,Verde,,12-mar,CHAO,AGERSA,14-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-024-BERR,BERRIES DE CHAO SAC,4700001557,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20021,800,KGS,$0.00,"€ 2,960.00","$2,960.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,-,1,DIRECTO,HAPAG LLOYD,HLCUBC1200128726,CARTAGENA EXPRESS,1/2/2020,6/3/2020,10,NO,,,,30,,IMUPESA,AVM,149,,,,,,Verde,,12-mar,CHAO,AGERSA,14-mar,,26-mar,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-025-HPER,HORTIFRUT-PERU SAC,4700001588,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,CYTO FLOW AMIN,20033,800,KGS,$0.00,"€ 8,768.00","$8,768.00",,CIF,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,1,TRASMEC,,17296,KRISTINA,15/2/2020,13/3/2020,11,,,,,30,,VILLAS OQUENDO,AVM,213,,,,,,Rojo,,2-abr,CHAO,AGERSA,4-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-025-HPER,HORTIFRUT-PERU SAC,4700001591,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20033,1000,KGS,$0.00,"€ 9,610.00","$9,610.00",,CIF,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,1,TRASMEC,,17296,KRISTINA,15/2/2020,13/3/2020,11,,,,,30,,VILLAS OQUENDO,AVM,213,,,,,,Rojo,,2-abr,CHAO,AGERSA,4-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
