,ESTADO,REF,Importador,OC,BUYER,Proveedor,TIPO PROD,PRODUCTO,FT,CANT,UN,USD,EUR,Valor Final USD,Forma de Pago ,INCOTERM,MODE,TYPE,POD,POL,CTNR TYPE,CTNR QTY,PQ,AGENTE DE CARGA,NAVIERA / AEROLINEA,B/L- AWB,NAVE,ETD,ETA,WEEK,SEGURO HPER,ASEGURADORA,POLIZA PROFORMA  NRO,Días Libres Sobrestadía,Dias libres Almacenaje,DIRECCIONAMIENTO,DEPOT,AG. ADUANA,Orden,Solicitud Proforma,Solicitud Pago,Pago Proforma,Fecha Numeración,DAM,Canal,Fecha Levante,Fecha de Retiro y Entrega Agersa,Lugar Entrega,Transporte,Fecha Entrega Trux,Envío de Provisión,Fecha Liquidación,Fecha Envío Archivo,Observaciones,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-026-HTAL,HORTIFRUT-TAL SAC,4700001589,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,CYTO FLOW AMIN,20034,1200,KGS,$0.00,"€ 13,152.00","$13,152.00",,CIF,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,2,TRASMEC,,17297,KRISTINA,15/2/2020,13/3/2020,11,,,,,30,,VILLAS OQUENDO,AVM,214,,,,,,Verde,,2-abr,CHAO,AGERSA,4-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-027-HTAL,HORTIFRUT-TAL SAC,4700001686,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9374,100000,UN,"$254,000.00",€ 0.00,"$254,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,4,DIRECTO,KOREAN AIR,180-49613233,-,10/4/2020,10/4/2020,15,NO,-,-,-,-,-,TALMA,AVM,335,,,,,,Verde,,16-abr,OLMOS,RVC,18-abr,,30-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-028-BERR,BERRIES DE CHAO SAC,4700001560,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,59,1000,LT,$0.00,"€ 2,324.26","$2,324.26",Contado,CIF,SEA,LCL/LCL,VALENCIA,CALLAO,-,-,1,NOATUM,,427973,CARTAGENA EXPRESS,7/2/2020,6/3/2020,10,,,,-,30,,IMUPESA,AVM,260,,,,,,Verde,,31-mar,CHAO,AGERSA,3-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-029-HPER,HORTIFRUT-PERU SAC,4700001561,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,57,4000,LT,$0.00,"€ 8,142.15","$8,142.15",Contado,CIF,SEA,LCL/LCL,VALENCIA,CALLAO,-,-,4,NOATUM,,427389,CARTAGENA EXPRESS,7/2/2020,6/3/2020,10,,,,-,30,,IMUPESA,AVM,262,,,,,,Verde,,31-mar,CHAO,AGERSA,3-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-030-HTAL,HORTIFRUT-TAL SAC,4700001562,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,58,2000,LT,$0.00,"€ 4,263.56","$4,263.56",Contado,CIF,SEA,LCL/LCL,VALENCIA,CALLAO,-,-,2,NOATUM,,427941,CARTAGENA EXPRESS,7/2/2020,6/3/2020,10,,,,-,30,,IMUPESA,AVM,261,,,,,,Verde,,31-mar,CHAO,AGERSA,3-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-031-HPER,HORTIFRUT-PERU SAC,4700001569,OMAR QUISPE,EDEN MODERN AGRICULTURE S.L.,AGROQUIMICOS,DISPER CHLOROPHYL,1206 / 2020,750,KGS,$0.00,"€ 20,062.50","$20,062.50",60 días,EXW,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,1,INCA LINES,,802020020115,KRISTINA,15/2/2020,12/3/2020,11,,,,,30,,VILLAS OQUENDO,AVM,278,,,,,,Verde,,30-mar,CHAO,AGERSA,3-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-032-HTAL,HORTIFRUT-TAL SAC,4700001570,OMAR QUISPE,EDEN MODERN AGRICULTURE S.L.,AGROQUIMICOS,DISPER CHLOROPHYL,1205 / 2020,450,KGS,$0.00,"€ 12,037.50","$12,037.50",60 días,EXW,SEA,LCL/LCL,BARCELONA,CALLAO,-,-,1,INCA LINES,,802020020130,KRISTINA,15/2/2020,12/3/2020,11,,,,,30,,VILLAS OQUENDO,AVM,277,,,,,,Verde,,30-mar,CHAO,AGERSA,3-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-033-HTAL,HORTIFRUT-TAL SAC,4700001580,JOSE RIVERA,"A & B PACKING EQUIPMENT, INC.",REPUESTOS DE MANTENIMIENTO,REPUESTOS,38308,1888,UN,"$8,405.12",€ 0.00,"$8,405.12",Contado,EXW,AIR,AIR,CHICAGO,LIMA,-,-,1,ULOG ,,2639706294,-,11/3/2020,12/3/2020,11,,,,,-,,SHOHIN,AVM,279,,,,,,Verde,,15-abr,CHAO,AGERSA,25-abr,,30-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-034-HTAL,HORTIFRUT-TAL SAC,4700001613,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,85,9000,LT,$0.00,"€ 18,606.65","$18,606.65",Contado,CIF,SEA,LCL/LCL,VALENCIA,CALLAO,-,-,9,NOATUM,,428764,VALPARAISO EXPRESS,15/2/2020,13/3/2020,11,,,,-,30,,IMUPESA,AVM,263,,,,,,Verde,,31-mar,CHAO,AGERSA,3-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-035-HTAL,HORTIFRUT-TAL SAC,4700001663,JOSE RIVERA,HORTIFRUT NORTH AMERICA INC,EQUIPO E INSTRUMENTACION,SUMINISTROS DE LABORATORIO,121,7339,UN,"$10,402.94",€ 0.00,"$10,402.94",60 días,CPT,AIR,AIR,MIAMI,LIMA,-,-,2,DIRECTO,LATAM,045-04297484,-,27/3/2020,28/3/2020,13,,,,,-,,TALMA,AVM,289,,,,,,Verde,,4-abr,CHAO,AGERSA,14-abr,,16-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-036-HPER,HORTIFRUT-PERU SAC,4700001612,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,117,"14,000",LT,$0.00,"€ 28,303.02","$28,303.02",Contado,CIF,SEA,FCL/FCL,VALENCIA,CALLAO,20ST,1,14,NOATUM,,430839,SANTOS EXPRESS,7/3/2020,3/4/2020,14,NO,,,14,30,,IMUPESA,AVM,325,,,,,,Verde,,29-abr,CHAO,AGERSA,30-abr,,5-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-037-HTAL,HORTIFRUT-TAL SAC,4700001688,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9381,"200,000",UN,"$508,000.00",€ 0.00,"$508,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,KOREAN AIR,180-49613281,-,20/4/2020,20/4/2020,17,NO,-,-,-,-,-,TALMA,AVM,363,,,,,,Verde,,25-abr,OLMOS,AVM,27-abr,,30-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-038-HTAL,HORTIFRUT-TAL SAC,4700001691,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9395,"200,000",UN,"$508,000.00",€ 0.00,"$508,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,DIRECTO,KOREAN AIR,180-49616556,-,27/4/2020,27/4/2020,18,NO,-,-,-,-,-,TALMA,AVM,364,20-abr,,27-abr,28-abr,,Verde,28-abr,2-may,OLMOS,AVM,4-may,,5-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-039-HTAL,HORTIFRUT-TAL SAC,4700001712,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9409,"250,000",UN,"$635,000.00",€ 0.00,"$635,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,KOREAN AIR,180-49616571,-,4/5/2020,4/5/2020,19,NO,-,-,-,-,-,TALMA,AVM,365,20-abr,22-abr,30-abr,4-may,,Verde,4-may,6-may,CHAO,RVC,7-may,,30-abr,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-040-HTAL,HORTIFRUT-TAL SAC,4700001715,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9441,"100,000",UN,"$254,000.00",€ 0.00,"$254,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,KOREAN AIR,180-49611321,-,11/5/2020,11/5/2020,20,NO,-,-,-,-,-,TALMA,AVM,366,20-abr,22-abr,11-may,11-may,,Verde,13-may,14-may,CHAO,RVC,15-may,,25-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-040-HTAL,HORTIFRUT-TAL SAC,4700001715,JOSE RIVERA,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9441,"150,000",UN,"$81,000.00",€ 0.00,"$81,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,9,DIRECTO,KOREAN AIR,180-49611321,-,11/5/2020,11/5/2020,20,NO,-,-,-,-,-,TALMA,AVM,366,20-abr,22-abr,11-may,11-may,,Verde,13-may,14-may,CHAO,RVC,15-may,,25-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-041-HPER,HORTIFRUT-PERU SAC,4700001670,JOSE RIVERA,"A & B PACKING EQUIPMENT, INC.",REPUESTOS DE MANTENIMIENTO,"PLUG, SPROCKET",84585 (38788),"2,508",UN,"$23,378.82",€ 0.00,"$23,378.82",Contado,EXW,AIR,AIR,CHICAGO,LIMA,-,-,1,ULOG,,1900515429,-,9/5/2020,15/5/2020,20,NO,,,-,-,,SHOHIN,AVM,435,8-may,21-may,22-may,22-may,,Verde,25-may,25-may,CHAO,AGERSA,28-may,,22-jun,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-042-HPER,HORTIFRUT-PERU SAC,4700001675,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20160,"24,000",KGS,$0.00,"€ 88,800.00","$88,800.00",,CIF,SEA,FCL/FCL,BARCELONA,CALLAO,20ST,1,20,DIRECTO,CMA CGM,IBC0595538,CARTAGENA EXPRESS,11/4/2020,8/5/2020,19,,,,-,30,,IMUPESA,AVM,395,24-abr,4-may,11-may,7-may,,Verde,11-may,14-may,CHAO,AGERSA,18-may,,25-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-042-HPER,HORTIFRUT-PERU SAC,4700001675,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20160,"18,000",LTS,$0.00,"€ 162,000.00","$162,000.00",,CIF,SEA,FCL/FCL,BARCELONA,CALLAO,20ST,1,18,DIRECTO,CMA CGM,IBC0595538,CARTAGENA EXPRESS,11/4/2020,8/5/2020,19,,,,-,30,,IMUPESA,AVM,395,24-abr,4-may,11-may,7-may,,Verde,11-may,14-may,CHAO,AGERSA,18-may,,25-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-043-HTAL,HORTIFRUT-TAL SAC,4700001499,RENE RAMIREZ,UNITEC CHILE S.P.A,REPUESTOS DE MANTENIMIENTO,"ELECTROVALVULA, CORREAS",162,107,UN,$0.00,"€ 1,778.50","$1,778.50",,DAP,AIR,AIR,SANTIAGO,LIMA,-,-,1,FEDEX,FEDEX,770336480919,-,2/5/2020,2/5/2020,18,,,,-,-,,FEDEX,FEDEX,-,4-may,4-may,5-may,5-may,,Verde,6-may,PEND,CHAO,FEDEX,15-may,,29-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-044-HPER,HORTIFRUT-PERU SAC,4700001733,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9500,"200,000",UN,"$108,000.00",€ 0.00,"$108,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,KOREAN AIR,180-49872955,-,12/6/2020,12/6/2020,24,NO,-,-,-,-,-,TALMA,AVM,431,7-may,8-may,10-jun,12-jun,,Verde,12-jun,16-jun,CHAO,AVM,17-jun,,4-ago,5-nov,LIQUIDACION PARCIAL 30-JUN / LIQUIDACION COMPLEMENTARIA 04-AGO,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-045-HPER,HORTIFRUT-PERU SAC,4700001740,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9550,"100,000",UN,"$254,000.00",€ 0.00,"$254,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,KOREAN AIR,180-49873235,-,15/6/2020,15/6/2020,25,NO,-,-,-,-,-,TALMA,AVM,432,3-jun,8-may,15-jun,16-jun,,Verde,16-jun,19-jun,CHAO,RVC,20-jun,,4-ago,5-nov,LIQUIDACION PARCIAL 30-JUN / LIQUIDACION COMPLEMENTARIA 04-AGO,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-045-HPER,HORTIFRUT-PERU SAC,4700001740,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9550,"150,000",UN,"$81,000.00",€ 0.00,"$81,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,KOREAN AIR,180-49873235,-,15/6/2020,15/6/2020,25,NO,-,-,-,-,-,TALMA,AVM,432,3-jun,8-may,15-jun,16-jun,,Verde,16-jun,19-jun,CHAO,RVC,20-jun,,4-ago,5-nov,LIQUIDACION PARCIAL 30-JUN / LIQUIDACION COMPLEMENTARIA 04-AGO,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-046-HTAL,HORTIFRUT-PERU SAC,4700001748,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9551,"150,000",UN,"$381,000.00",€ 0.00,"$381,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,KOREAN AIR,180-49876072,-,22/6/2020,22/6/2020,26,NO,-,-,-,-,-,TALMA,AVM,433,7-may,8-may,22-jun,22-jun,,Verde,22-jun,23-jun,CHAO,AVM,24-jun,,4-ago,5-nov,LIQUIDACION PARCIAL 30-JUN / LIQUIDACION COMPLEMENTARIA 04-AGO,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-046-HTAL,HORTIFRUT-PERU SAC,4700001748,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,KESTREL,9551,"32,500",UN,"$54,925.00",€ 0.00,"$54,925.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,7,DIRECTO,KOREAN AIR,180-49876072,-,22/6/2020,22/6/2020,26,NO,-,-,-,-,-,TALMA,AVM,433,7-may,8-may,22-jun,22-jun,,Verde,22-jun,23-jun,CHAO,AVM,24-jun,,4-ago,5-nov,LIQUIDACION PARCIAL 30-JUN / LIQUIDACION COMPLEMENTARIA 04-AGO,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-047-HPER,HORTIFRUT-PERU SAC,4700001755,OMAR QUISPE,HORTIFRUT CHILE S.A.,PLANTAS,ROCIO,9591,"150,000",UN,"$381,000.00",€ 0.00,"$381,000.00",60 días,CPT,AIR,AIR,SANTIAGO,LIMA,-,-,10,DIRECTO,KOREAN AIR,180-49898590,-,20/7/2020,20/7/2020,30,SI,,222947216,-,-,-,TALMA,AVM,434,7-may,8-may,21-jul,,,Verde,,23-jul,CHAO,AVM,24-jul,,2-sept,5-nov,COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-048-HPER,HORTIFRUT-PERU SAC,4700001670,JOSE RIVERA,"A & B PACKING EQUIPMENT, INC.",REPUESTOS DE MANTENIMIENTO,"PLUG, SPROCKET",85514,2,UN,$539.98,€ 0.00,$539.98,Contado,DAP,AIR,AIR,CHICAGO,LIMA,-,-,1,FEDEX,FEDEX,140900209828,-,1/5/2020,6/5/2020,19,NO,,,-,-,,FEDEX,FEDEX,-,8-may,8-may,11-may,11-may,,Verde,12-may,PEND,CHAO,FEDEX,,,29-may,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-049-HPER,HORTIFRUT-PERU SAC,4700001692,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20183,"4,800",KGS,$0.00,"€ 17,760.00","$17,760.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,0.52,4,DIRECTO,CMA CGM,IBC0596186E,VALPARAISO EXPRESS,17/4/2020,15/5/2020,20,,,,-,30,,IMUPESA,AVM,442,12-may,13-may,18-may,19-may,,Verde,19-may,29-may,CHAO,AGERSA,30-may,,22-jun,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-049-HPER,HORTIFRUT-PERU SAC,4700001692,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20183,"6,000",LTS,$0.00,"€ 54,000.00","$54,000.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,-,6,DIRECTO,CMA CGM,IBC0596186E,VALPARAISO EXPRESS,17/4/2020,15/5/2020,20,,,,-,30,,IMUPESA,AVM,442,12-may,13-may,18-may,19-may,,Verde,19-may,29-may,CHAO,AGERSA,30-may,,22-jun,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-050-HTAL,HORTIFRUT-TAL SAC,4700001693,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20182,"16,800",KGS,$0.00,"€ 62,160.00","$62,160.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,-,14,DIRECTO,CMA CGM,IBC0596186D,VALPARAISO EXPRESS,17/4/2020,15/5/2020,20,,,,-,30,,IMUPESA,AVM,443,12-may,13-may,18-may,19-may,,Verde,19-may,29-may,CHAO,AGERSA,30-may,,22-jun,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-050-HTAL,HORTIFRUT-TAL SAC,4700001693,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,MUCIGEL,20182,"12,000",LTS,$0.00,"€ 108,000.00","$108,000.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,1.36,12,DIRECTO,CMA CGM,IBC0596186D,VALPARAISO EXPRESS,17/4/2020,15/5/2020,20,,,,-,30,,IMUPESA,AVM,443,12-may,13-may,18-may,19-may,,Verde,19-may,29-may,CHAO,AGERSA,30-may,,22-jun,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-051-BERR,BERRIES DE CHAO SAC,4700001694,OMAR QUISPE,PROMISOL SA,AGROQUIMICOS,PROMICALFOR,20184,"2,400",KGS,$0.00,"€ 8,880.00","$8,880.00",90 días,CIF,SEA,FCL/LCL,BARCELONA,CALLAO,20ST,-,2,DIRECTO,CMA CGM,IBC0596186C,VALPARAISO EXPRESS,17/4/2020,15/5/2020,20,NO,,,-,30,,IMUPESA,AVM,444,12-may,13-may,18-may,19-may,,Verde,19-may,29-may,CHAO,AGERSA,30-may,,22-jun,5-nov,,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-052-HPER,HORTIFRUT-PERU SAC,4500894372,RENE RAMIREZ,INTRALOX LLC,REPUESTOS DE MANTENIMIENTO,ENGRANAJES,2021727,180,UN,"$12,043.85",€ 0.00,"$12,043.85",Contado,EXW,AIR,AIR,LOS ANGELES,LIMA,-,-,1,CH ROBINSON,,322172950MIA,-,3/6/2020,3/6/2020,23,NO,,,-,-,,TALMA,AVM,488,28-may,29-may,1-jun,6-jun,,Verde,6-jun,9-jun,SALAVERRY,AGERSA,12-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-053-HTAL,HORTIFRUT-TAL SAC,4700001731,OMAR QUISPE,HORTIFRUT NORTH AMERICA INC,PLANTAS,BLUEBERRY PLANTS,130,"5,464",UN,"$13,388.68",€ 0.00,"$13,388.68",60 días,CIP,AIR,AIR,OREGON,LIMA,-,-,1,DIRECTO,LATAM,045-08948520,-,12/6/2020,12/6/2020,24,NO,,,-,-,,TALMA,AVM,490,28-may,29-may,1-jun,6-jun,,Verde,6-jun,10-jun,CHAO,AVM,11-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-054-HPER,HORTIFRUT-PERU SAC,4700001718,RENE RAMIREZ,INDUSTRIA DE ENVASES TYPACK S.A.,MATERIAL DE EMPAQUE,PUNNET CESTA PET 150g,HFP-01/2020,"1,092,000",UN,"$27,463.80",€ 0.00,"$27,463.80",120 DÍAS,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,2,1820,DIRECTO,COSCO,COSU6264540990,CMA CGM JEAN GABRIEL ,29/5/2020,1/6/2020,23,NO,,,15,30,,IMUPESA,AVM,491,28-may,29-may,1-jun,10-jun,,Verde,11-jun,17-jun,SALAVERRY,AGERSA,18-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-055-HPER,HORTIFRUT-PERU SAC,4700001719,RENE RAMIREZ,SAN JORGE PACKAGING S.A,MATERIAL DE EMPAQUE,"BOLSA AM ARAN. 1.5kg 58x45cmx30my
SELLAD",2,"840,000",UN,"$146,160.00",€ 0.00,"$146,160.00",60 días,EXW,SEA,FCL/FCL,SAN ANTONIO,CALLAO,20ST,1,10,CARGO BUSINESS,,CLL365-20E,E.R. BERLIN ,30/5/2020,5/6/2020,23,NO,,,21,30,,IMUPESA,AVM,492,28-may,29-may,8-jun,12-jun,,Verde,12-jun,13-jun,CHAO,AGERSA,17-jun,,30-jun,5-nov,PENDIENTE LIQUIDACION C & B LOGISTICS ,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-056-HTAL,HORTIFRUT-TAL SAC,4700001717,RENE RAMIREZ,INDUSTRIA DE ENVASES TYPACK S.A.,MATERIAL DE EMPAQUE,PUNNET CESTA PET 150g,TAL-01/2020,"1,092,000",UN,"$27,463.80",€ 0.00,"$27,463.80",120 DÍAS,FOB,SEA,FCL/FCL,SAN ANTONIO,CALLAO,40HC,2,-,DIRECTO,COSCO,COSU6264541030 ,CALLAO EXPRESS,5/6/2020,8/6/2020,24,NO,,,15,30,,IMUPESA,AVM,509,3-jun,4-jun,15-jun,16-jun,,Verde,16-jun,18-jun,CHAO,AGERSA,19-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-057-BERR,BERRIES DE CHAO SAC,4700001679,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,55,"1,000",LTS,$0.00,"€ 2,707.90","$2,707.90",Contado,CIF,SEA,LCL/LCL,VALENCIA,CALLAO,-,-,1,NOATUM,,442847,CMA CGM TANYA,15/5/2020,12/6/2020,24,NO,,,14,30,,IMUPESA,AVM,510,3-jun,4-jun,15-jun,19-jun,,Verde,19-jun,20-jun,CHAO,AGERSA,23-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-058-HPER,HORTIFRUT-PERU SAC,4700001680,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,53,"19,000",LTS,$0.00,"€ 37,615.19","$37,615.19",Contado,CIF,SEA,FCL/FCL,VALENCIA,CALLAO,20ST,2,19,NOATUM,,441280,CMA CGM TANYA,15/5/2020,12/6/2020,24,NO,,,14,30,,IMUPESA,AVM,511,3-jun,4-jun,15-jun,19-jun,,Verde,19-jun,20-jun,CHAO,AGERSA,23-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-059-HTAL,HORTIFRUT-TAL SAC,4700001681,OMAR QUISPE,"AGROQUIMICA CODIAGRO, SL.",AGROQUIMICOS,FITOKONTROL-K,365,"9,000",LTS,$0.00,"€ 18,222.25","$18,222.25",Contado,CIF,SEA,LCL/LCL,VALENCIA,CALLAO,-,-,9,NOATUM,,442846,CMA CGM TANYA,15/5/2020,12/6/2020,24,NO,,,14,30,,IMUPESA,AVM,512,3-jun,4-jun,15-jun,19-jun,,Verde,19-jun,20-jun,CHAO,AGERSA,23-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-060-HPER,HORTIFRUT-PERU SAC,4500004763,RENE RAMIREZ,PSS ENVASES SPA,MATERIAL DE EMPAQUE,BOLSA PACLIFE AM,1023,"4,200",UN,"$1,050.00",€ 0.00,"$1,050.00",30 días,FCA,AIR,AIR,SANTIAGO,LIMA,-,-,3,CH ROBINSON,,324996407SCL,-,12/6/2020,12/6/2020,24,NO,,,-,-,,TALMA,AVM,522,9-jun,12-may,15-jun,15-jun,,Verde,15-jun,16-jun,CHAO,AGERSA,18-jun,,30-jun,5-nov,LIQUIDACION COMPLETA,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-061-HPER,HORTIFRUT-PERU SAC,4700001728,JOSE RIVERA,AGROGENIUS LLC,EQUIPO E INSTRUMENTACION,FRUIT DUROMETER ,INV-2020051901,5,UN,"$3,122.08",€ 0.00,"$3,122.08",Contado,CIP,AIR,AIR,MIAMI,LIMA,-,-,1,UPS,UPS,1ZW012W90420025215,-,19/6/2020,21/6/2020,25,NO,,-,-,-,,UPS,AVM,673,8-jul,16-jul,16-jul,30-jul,235-2020-10-098331,Verde,30-jul,31-jul,SALAVERRY,AGERSA,4-ago,,2-sept,5-nov,LIQUI PARCIAL 01/SET. LIQUI FINAL 02/SET,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-062-HTAL,HORTIFRUT-TAL SAC,4700001729,JOSE RIVERA,AGROGENIUS LLC,EQUIPO E INSTRUMENTACION,FRUIT DUROMETER ,INV-2020060601,1,UN,$699.46,€ 0.00,$699.46,Contado,CIP,AIR,AIR,MIAMI,LIMA,-,-,1,UPS,UPS,1ZW012W90400014818,-,19/6/2020,21/6/2020,25,NO,,,-,-,,UPS,UPS,-,8-jul,16-jul,16-jul,6-jul,"235-2020-DI-
418839-00",Verde,16-jul,-,SALAVERRY,UPS,31-jul,,1-sept,5-nov,-,,,,,,,,,,,,,,,,,,
,ARCHIVADA,20-063-HTAL,HORTIFRUT-TAL SAC,4700001741,OMAR QUISPE,HORTIFRUT NORTH AMERICA INC,PLANTAS,BLUEBERRY PLANTS,137,939,UN,"$2,905.75",€ 0.00,"$2,905.75",60 días,CPT,AIR,AIR,LOS ANGELES,LIMA,-,-,1,DIRECTO,LATAM,045-0894 8601,-,21/6/2020,21/6/2020,25,NO,,,-,-,,TALMA,AVM,556,22-jun,-,-,22-jun,,Verde,22-jun,23-jun,CHAO,AVM,24-jun,,4-ago,5-nov,LIQUIDACION PARCIAL 30-JUN / LIQUIDACION COMPLEMENTARIA 04-AGO / Os.556 HFTAL - FALTA CBP VUCE  (notificada)  - JUNIO,,,,,,,,,,,,,,,,,,
