CAMPAÑA,STATUS,OP,OC,BUYER,SUPPLIER,CATEGORIA,PRODUCTO,PROYECT,FACTURA,QTY,UM,CUR,AMOUNT,AMOUNT USD ,PAYMENT TERM,INCOTERM,MODE,TYPE,COUNTRY ORIGIN,POL,POD,CTNR QTY,CTNR TYPE,BULKS,CARGO READY,CP OPENNING,QUOTE REQUEST DATE,ASSIGMENT DATE,FFW,NAVIERA / AEROLINEA,BOOKING,CNTR NR,PICK UP DATE,ATD,WEEK ATD,B/L- AWB,NAVE,ATA,WEEK ATA,INSURANCE HPER,INSURANCE POLICY DATE,DEPOT,AG. ADUANA,Orden,FECHA IE,FECHA NUM DAM,DAM,FECHA DESCARGA,FECHA TARJA,FECHA LEVANTE,FECHA INSPECCION SENASA,FECHA LIBERACION SENASA,FECHA VCTO SOBRESTADIA,TRANSP LIMA (T1),FECHA RETIRO (T1),GR T1 ,TRANSP TRUX (T2),FECHA ENTREGA BASE T2 (T1),WEEK BASE LIMA,PUNTO DE LLEGADA,FECHA INICIO DE VIAJE  (T2),FECHA FIN DE VIAJE (T2),WEEK TRUX,FECHA CONFIRMACION RECEPCION,GR T2 ,GR HORTIFRUT,WEEK NECESIDAD,CP OBSERVACIONES,OC2,,
2023-2024,LIQUIDADO,23-123-HPER,4700002855,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,52031,2.00,UN,USD,"36,155.00","36,155.00",0,EXW,SEA,FCL/FCL,USA,NEWARK,CALLAO,0.5,20 ST,2,,15/9/2023,31/7/2023,4/7/2023,AIRSEALOG,MAERSK,230838084,SUDU7536057,6/9/2023,22/9/2023,38,ASLUSS00031471,MAERSK BULAN 337S,13/10/2023,41,SI,4/10/2023,IMUPESA,LIP,15900,4/10/2023,11/10/2023,118-2023-10-392137-01-6-00,14/10/2023,15/10/2023,13/10/2023,NA,NA,26/10/2023,LIP,18/10/2023,T001-1278,GUZMAN,19/10/2023,42,PACKING SALAVERRY,,23/10/2023,43,,,,,Carga completada. Quedó en CP sin booking[23-123-HPER/4700002855/SUDU7536057],4700002855,,
2023-2024,LIQUIDADO,23-123-HPER,4700002824,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20357,15.00,UN,USD,139.39,139.39,0,EXW,SEA,FCL/FCL,USA,NEWARK,CALLAO,0.5,20 ST,1,,15/9/2023,31/7/2023,4/7/2023,AIRSEALOG,MAERSK,230838084,SUDU7536057,6/9/2023,22/9/2023,38,ASLUSS00031471,MAERSK BULAN 337S,13/10/2023,41,27/10/2023,4/10/2023,IMUPESA,LIP,15900,4/10/2023,27/10/2023,118-2023-10-392137-01-6-00,14/10/2023,28/10/2023,13/10/2023,NA,NA,26/10/2023,LIP,18/10/2023,T001-1278,GUZMAN,19/10/2023,42,PACKING SALAVERRY,,23/10/2023,43,15/11/2023,,EG07-00000163,,Carga completada. Quedó en CP sin booking[23-123-HPER/4700002824/SUDU7536057],4700002824,,
2023-2024,LIQUIDADO,23-124-HPER,4700002952,OMAR,PROMISOL,AGQ,PROMI CALFOR,-,23316,"24,000.00",KG,EUR,"88,800.00","97,680.00",90,FOB,SEA,FCL/FCL,ESPAÑA,BARCELONA,CALLAO,1,20 ST,20,21/8/2023,10/8/2023,7/8/2023,7/8/2023,AIRSEALOG,CMA CGM,,CMAU1189845,,26/8/2023,34,PBEM050033,CAPE SCOTT 0LISPS1MA,24/9/2023,38,SI,28/8/2023,IMUPESA,PASOC,87978,13/9/2023,22/9/2023,"118-2023-10-362909-01-0-00

118-2023-10-362909-01-0-00",25/9/2023,25/9/2023,24/9/2023,NA,NA,7/10/2023,PASOC,29/9/2023,T001-12225,GUZMAN,29/9/2023,39,FUNDO ARMONIA,13/10/2023,14/10/2023,41,16/10/2023,V001-00014718,EG07-00000159,,Carga completada.Quedó en CP sin booking[23-124-HPER/4700002952/CMAU1189845],4700002952,,
2023-2024,LIQUIDADO,23-125-HPER,4700002963,GONZALO,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20459,2.00,UN,USD,583.22,583.22,0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,,NA,4/10/2023,10/10/2023,NOATUM,,,,19/1/2023,28/10/2023,43,MIQMIA06075,,28/10/2023,43,27/10/2023,27/10/2023,SHOHIN,LIP,16752,27/10/2023,27/10/2023,235-2023-10-156809-01-8-00,28/10/2023,28/10/2023,30/10/2023,NA,NA,NA,LIP,31/10/2023,T001-1371,GUZMAN,31/10/2023,44,,13/11/2023,14/11/2023,46,,,,,NA,4700002963,,
2023-2024,LIQUIDADO,23-125-HPER,4700002980,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20472,2.00,UN,USD,"1,120.00","1,120.00",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,,NA,4/10/2023,10/10/2023,NOATUM,,,,19/1/2023,28/10/2023,43,MIQMIA06075,,28/10/2023,43,27/10/2023,27/10/2023,SHOHIN,LIP,16752,27/10/2023,27/10/2023,235-2023-10-156809-01-8-00,28/10/2023,28/10/2023,30/10/2023,NA,NA,NA,LIP,31/10/2023,T001-1371,GUZMAN,31/10/2023,44,,13/11/2023,14/11/2023,46,,,,,NA,4700002980,,
2023-2024,LIQUIDADO,23-125-HPER,4700003013,GONZALO,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20499,22.00,UN,USD,"2,378.62","2,378.62",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,,NA,4/10/2023,10/10/2023,NOATUM,,,,19/1/2023,28/10/2023,43,MIQMIA06075,,28/10/2023,43,27/10/2023,27/10/2023,SHOHIN,LIP,16752,27/10/2023,27/10/2023,235-2023-10-156809-01-8-00,28/10/2023,28/10/2023,30/10/2023,NA,NA,NA,LIP,31/10/2023,T001-1371,GUZMAN,31/10/2023,44,,13/11/2023,14/11/2023,46,,,,,NA,4700003013,,
2023-2024,LIQUIDADO,23-125-HPER,4700003015,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20495,6.00,UN,USD,"22,875.00","22,875.00",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,,NA,4/10/2023,10/10/2023,NOATUM,,,,19/1/2023,28/10/2023,43,MIQMIA06075,,28/10/2023,43,27/10/2023,27/10/2023,SHOHIN,LIP,16752,27/10/2023,27/10/2023,235-2023-10-156809-01-8-00,28/10/2023,28/10/2023,30/10/2023,NA,NA,NA,LIP,31/10/2023,T001-1371,GUZMAN,31/10/2023,44,,13/11/2023,14/11/2023,46,,,,,NA,4700003015,,
2023-2024,LIQUIDADO,23-125-HPER,4700003023,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20506,85.00,UN,USD,"2,582.14","2,582.14",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,,NA,4/10/2023,10/10/2023,NOATUM,,,,19/1/2023,28/10/2023,43,MIQMIA06075,,28/10/2023,43,27/10/2023,27/10/2023,SHOHIN,LIP,16752,27/10/2023,27/10/2023,235-2023-10-156809-01-8-00,28/10/2023,28/10/2023,30/10/2023,NA,NA,NA,LIP,31/10/2023,T001-1371,GUZMAN,31/10/2023,44,PACKING SALAVERRY,13/11/2023,14/11/2023,46,16/11/2023,,,,NA,4700003023,,
2023-2024,LIQUIDADO,23-125-HPER,4700003072,MELANIE,A&B,SPAREPARTS,RPTOS VARIOS PARA MAQUINA PESADORA DE ARANDANOS A&B,-,20512,"3,115.00",UN,USD,"15,016.10","15,016.10",0,EXW,AIR,AIR,USA,MIAMI,LIMA,NA,NA,1,,NA,4/10/2023,10/10/2023,NOATUM,,,,19/1/2023,28/10/2023,43,MIQMIA06075,,28/10/2023,43,27/10/2023,27/10/2023,SHOHIN,LIP,16752,27/10/2023,27/10/2023,235-2023-10-156809-01-8-00,28/10/2023,28/10/2023,30/10/2023,NA,NA,NA,LIP,31/10/2023,T001-1371,GUZMAN,31/10/2023,44,,13/11/2023,14/11/2023,46,,,,,NA,4700003072,,
2023-2024,LIQUIDADO,23-126-HPER,4700002837-2,MELANIE,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,140,7.00,UN,USD,"2,276.50","2,276.50",30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,,,NA,31/8/2023,6/9/2023,AIRSEALOG,,,,13/9/2023,14/9/2023,37,PELIM23147A,,14/9/2023,37,SI,13/9/2023,,LIP,12484,13/9/2023,13/9/2023,235-2023-10-131975-01-1-00,14/9/2023,14/9/2023,14/9/2023,NA,NA,,LIP,15/9/2023,T001-1049,AGERSA,15/9/2023,37,PACKING SALAVERRY,26/9/2023,27/9/2023,39,7/10/2023,EG03-00000830,EG07-00000136,,NA,4700002837-2,,
2023-2024,LIQUIDADO,23-126-HPER,4700002958,TATIANA,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,141,1.00,UN,USD,308.63,308.63,30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,,,NA,31/8/2023,6/9/2023,AIRSEALOG,,,,13/9/2023,14/9/2023,37,PELIM23147A,,14/9/2023,37,SI,13/9/2023,,LIP,12484,13/9/2023,13/9/2023,235-2023-10-131975-01-1-00,14/9/2023,14/9/2023,14/9/2023,NA,NA,,LIP,15/9/2023,,AGERSA,15/9/2023,37,PACKING SALAVERRY,,24/9/2023,38,,,,,NA,4700002958,,
2023-2024,LIQUIDADO,23-126-HPER,4700002988-1,MELANIE,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,142,1.00,UN,USD,"1,929.00","1,929.00",30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,,,NA,31/8/2023,6/9/2023,AIRSEALOG,,,,13/9/2023,14/9/2023,37,PELIM23147A,,14/9/2023,37,SI,13/9/2023,,LIP,12484,13/9/2023,13/9/2023,235-2023-10-131975-01-1-00,14/9/2023,14/9/2023,14/9/2023,NA,NA,,LIP,15/9/2023,,AGERSA,15/9/2023,37,PACKING SALAVERRY,,24/9/2023,38,,,,,NA,4700002988-1,,
2023-2024,LIQUIDADO,23-127-HPER,PEA27MA410,TATIANA,HF GENETICS,PLANTAS,ARANDANOS,SAMPLE,7020000196,471.00,UN,USD,942.00,942.00,30,CPT,AIR,AIR,ESTADOS UNIDOS,PORTLAND,LIMA,,,,,NA,,,,MAERSK,,,,20/10/2023,42,014-67931500,,23/10/2023,43,NO,,TALMA,AVM,999,20/10/2023,20/10/2023,235-2023-10-152723-01-1-00 ,23/10/2023,23/10/2023,23/10/2023,24/10/2023,24/10/2023,,,25/10/2023,T001-891,AVM,,52,VIVERO ILUSION,,26/10/2023,43,,,,,NA,PEA27MA410,,
2023-2024,LIQUIDADO,23-128-HPER,PEA23U1301,OMAR,PACIFIC PCKG,E & E,MALLA PLASTICA PARA AGRICULTURA,SAMPLE,ENE-3W6XNH,1.00,UN,USD,5.00,5.00,0,DAP,AIR,AIR,CHILE,SANTIAGO,LIMA, - , - ,1,,NA,,,DHL,DHL,,,25/8/2023,26/8/2023,34,1089736793,,28/8/2023,35,NO,NA,DHL,DHL,NA,NA,28/8/2023,235-2023-28-01055166-41-5-00,28/8/2023,28/8/2023,28/8/2023,NA,NA,,,28/8/2023,,,,52,,,7/9/2023,36,,,,,NA,PEA23U1301,,
2023-2024,LIQUIDADO,23-129-HPER,PEA23Z9901,CORPORATIVO,UPAJ,E & E,CLAMSHELL,SAMPLE,125,1.00,UN,USD,"2,200.00","2,200.00",0,DAP,AIR,AIR,INDIA,BOMBAY,LIMA,,,1,,NA,,,FEDEX,FEDEX,,,21/8/2023,23/8/2023,34,782654992207,FEDEX COURIER,26/8/2023,34,NO,NA,,SCHARFF,,,24/8/2023,235-2023-28-01033048-41-1-00,26/8/2023,26/8/2023,25/8/2023,NA,NA,,,,,,,52,PACKING SALAVERRY,3/9/2023,1/9/2023,35,19/10/2023,,,,NA,PEA23Z9901,,
2023-2024,LIQUIDADO,23-130-HPER,4700002964,GONZALO,GUTTIS,EQP & INST,TAPON P/GOTERO,-,EI23800135,"24,000.00",UN,USD,"1,776.80","1,776.80",30,DAP,AIR,AIR,ISRAEL,HAIFA,LIMA,NA,NA,1,3/9/2023,NA,NA,NA,DHL,DHL,,,,5/9/2023,36,3441079364,DHL COURIER,8/9/2023,36,NO,NA,DHL,DHL,NA,NA,6/9/2023,235-2023-28-01111747-41-0-00,8/9/2023,8/9/2023,7/9/2023,NA,NA,,,14/9/2023,,,,52,PACKING SALAVERRY,,19/9/2023,38,2/10/2023,18/9/2023,,,NA,4700002964,,
2023-2024,LIQUIDADO,23-131-HPER,4700002805,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,,7020000147,"240,000.00",UN,USD,"468,000.00","468,000.00",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,3.3,,NA,,,DIRECTO,KOREAN,,,,4/9/2023,36,180-47126531,,4/9/2023,36,SI,4/9/2023,SAASA,AVM,862,4/9/2023,4/9/2023,235-2023-10-127067-01-7-00 ,4/9/2023,4/9/2023,4/9/2023,6/9/2023,7/9/2023,,,7/9/2023,T001-686,7/9/2023,,52,VIVERO ILUSION,,8/9/2023,36,22/9/2023,7/9/2023,,,NA,4700002805,,
2023-2024,LIQUIDADO,23-131-HPER,4700002891,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,,7020000147,"34,900.00",UN,USD,"68,055.00","68,055.00",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,3.3,,NA,,,DIRECTO,KOREAN,,,,4/9/2023,36,180-47126531,,4/9/2023,36,SI,4/9/2023,SAASA,AVM,862,4/9/2023,4/9/2023,235-2023-10-127067-01-7-00 ,4/9/2023,4/9/2023,4/9/2023,6/9/2023,7/9/2023,,,7/9/2023,T001-686,7/9/2023,,52,VIVERO ILUSION,,8/9/2023,36,22/9/2023,7/9/2023,,,NA,4700002891,,
2023-2024,LIQUIDADO,23-131-HPER,4700003059,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,,7020000147,"37,100.00",UN,USD,"72,345.00","72,345.00",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,3.3,,NA,,,DIRECTO,KOREAN,,,,4/9/2023,36,180-47126531,,4/9/2023,36,SI,4/9/2023,SAASA,AVM,862,4/9/2023,4/9/2023,235-2023-10-127067-01-7-00 ,4/9/2023,4/9/2023,4/9/2023,6/9/2023,7/9/2023,,,7/9/2023,T001-686,7/9/2023,,52,VIVERO ILUSION,,8/9/2023,36,22/9/2023,7/9/2023,,,NA,4700003059,,
2023-2024,LIQUIDADO,23-132-HPER,01-2122CPRD07-07-01-0001,GONZALO,WEBEE,EQP & INST,GATEWAY (REPOSICION 2),SAMPLE,4282026,1.00,PCS,USD,"1,760.00","1,760.00",0,DAP,AIR,AIR,CANADA,ALBERTA,LIMA,-,-,1,,NA,,,DHL,DHL,,,5/9/2023,6/9/2023,36,2195474805 / 4010817123,DHL COURIER,7/9/2023,36,,,DHL,LIP,,8/9/2023,22/9/2023,235-2023-28-01198852-41-6-00,7/9/2023,7/9/2023,22/9/2023,NA,NA,NA,NA,,NA,DHL,NA,#¡VALOR!,FUNDO ARMONIA,5/10/2023,6/10/2023,40,,,,,NA,01-2122CPRD07-07-01-0001,,
2023-2024,LIQUIDADO,23-133-HPER,4700003060,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,-,7020000150,"312,000.00",UN,USD,"608,400.00","608,400.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,10,,NA,NA,NA,DIRECTO,KOREAN,,-,,11/9/2023,37,180-12575673,,11/9/2023,37,SI,11/9/2023,SAASA,AVM,877,11/9/2023,11/9/2023,235-2023-10-130639-01-8-00 ,11/9/2023,11/9/2023,11/9/2023,13/9/2023,13/9/2023,,,14/9/2023, T001-747,,,52,,14/9/2023,15/9/2023,37,19/10/2023,,,,NA,4700003060,,
2023-2024,LIQUIDADO,23-134-HPER,PEA2D60606,MELANIE,AGROGENIUS,EQP & INST,DUROMETRO (REPOSICION),-,INV-2023090501,1.00,UN,USD,824.99,824.99,0,DDP,AIR,AIR,,,LIMA,-,-,,,NA,NA,NA,NA,DHL/UPS,6006100085(DHL),,,12/9/2023,37,W012W98MQDR ,,9/9/2023,36,,,,LIP,NA,NA,10/9/2023,235-2023-28-01125135-41-2-00,9/9/2023,9/9/2023,10/9/2023,NA,NA,,,14/9/2023,,,,52,,13/9/2023,14/9/2023,37,,,,,NA,PEA2D60606,,
2023-2024,LIQUIDADO,23-135-HPER,4700003053,MELANIE,AGROGENIUS,EQP & INST,BAXLOS,-,INV-2023100201,2.00,UN,USD,"2,170.51","2,170.51",0,DDP,AIR,AIR,ESTADOS UNIDOS,MIAMI,LIMA,-,-,,,NA,NA,NA,NA,UPS,,,,12/10/2023,41,W012W978RT3,,13/10/2023,41,NO,,SCHARFF,LIP,NA,NA,13/10/2023,235-2023-10-148803-01-4-00,13/10/2023,13/10/2023,17/10/2023,NA,NA,,,18/10/2023,,FEDEX,,52,PACKING SALAVERRY,22/10/2023,23/10/2023,43,24/10/2023,,,,NA,4700003053,,
2023-2024,LIQUIDADO,23-136-HPER,4700002984,OMAR,EDEN,AGQ,DISPER CHLOROPHYL,-,2023-1548,"1,200.00",KG,EUR,"31,452.00","34,597.20",90,EXW,SEA,LCL/LCL,ESPAÑA,VALENCIA,CALLAO,-,NA,3,13/9/2023,27/9/2023,13/9/2023,18/9/2023,NOATUM,CMA CGM,,TGBU5080072,26/9/2023,30/9/2023,39,EM2CL-1210383A,CMA CGM PREGOLIA,29/10/2023,43,SI,2/10/2023,VILLAS OQUENDO,PASOC,91125,18/10/2023,27/10/2023,118-2023-10-415625-01-8-00,29/10/2023,29/10/2023,29/10/2023,NA,NA,,PASOC,3/11/2023,T001-13955,GUZMAN,3/11/2023,44,FUNDO ARMONIA,9/11/2023,10/11/2023,45,13/11/2023,0010-035344,EG07-00000167,,"Carga completada. Quedó en CP sin booking,depósito pendiente.[23-136-HPER/4700002984/TGBU5080072] ",4700002984,,
2023-2024,LIQUIDADO,23-137-HPER,4700002803,TATIANA,HF GENETICS,PLANTAS,COSMICA,-,7020000154,"156,000.00",UN,USD,"304,200.00","3,178,500.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,5,,NA,NA,NA,DIRECTO,KOREAN,,-,,22/9/2023,38,180-12575861,,22/9/2023,38,SI,19/9/2023,SAASA,AVM,898 ,21/9/2023,21/9/2023,235-2023-10-136445-01-0-00,22/9/2023,22/9/2023,22/9/2023,25/9/2023,25/9/2023,,,26/9/2023,T001-790,,,52,VIVERO ILUSION,26/9/2023,27/9/2023,39,19/10/2023,,,,NA,4700002803,,
2023-2024,LIQUIDADO,23-137-HPER,4700003065,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,-,7020000153,"156,000.00",UN,USD,"304,200.00","304,200.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,5,,NA,NA,NA,DIRECTO,KOREAN,,-,,22/9/2023,38,180-12575861,,22/9/2023,38,SI,19/9/2023,SAASA,AVM,898 ,21/9/2023,21/9/2023,235-2023-10-136445-01-0-00,22/9/2023,22/9/2023,22/9/2023,25/9/2023,25/9/2023,,,5/10/2023,T001-790,,18/10/2023,42,VIVERO ILUSION,26/9/2023,27/9/2023,39,19/10/2023,,,,NA,4700003065,,
2023-2024,LIQUIDADO,23-138-HPER,4700003049,TATIANA,HF GENETICS,PLANTAS,MILAGRO,-,7020000166,"15,000.00",UN,USD,"29,250.00","29,250.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,1,,NA,NA,NA,DIRECTO,KOREAN,,-,,25/9/2023,39,180-12354801,,25/9/2023,39,SI,29/9/2023,SAASA,AVM,923,25/9/2023,29/9/2023,235-2023-10-141071-01-8-00,25/9/2023,25/9/2023,,28/9/2023,28/9/2023,,AVM,5/10/2023,T001-817,,,52,VIVERO ILUSION,2/10/2023,3/10/2023,40,19/10/2023,,,,NA,4700003049,,
2023-2024,LIQUIDADO,23-138-HPER,4700002791,TATIANA,HF GENETICS,PLANTAS,MILAGRO,-,7020000081 / 7020000138,"281,600.00",UN,USD,"549,120.00","549,120.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,19,,NA,NA,NA,DIRECTO,KOREAN,,-,,25/9/2023,39,180-12354801,,25/9/2023,39,SI,29/9/2023,SAASA,AVM,923,25/9/2023,29/9/2023,235-2023-10-141071-01-8-00,25/9/2023,25/9/2023,,28/9/2023,28/9/2023,,AVM,28/9/2023,T001-817,,,52,VIVERO ILUSION,2/10/2023,3/10/2023,40,19/10/2023,,,,NA,4700002791,,
2023-2024,LIQUIDADO,23-138-HPER,4700002803,TATIANA,HF GENETICS,PLANTAS,MILAGRO,-,7020000080 / 7020000140,"218,400.00",UN,USD,"425,880.00","425,880.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,12,,NA,NA,NA,DIRECTO,KOREAN,,-,,25/9/2023,39,180-12354801,,25/9/2023,39,SI,29/9/2023,SAASA,AVM,924,25/9/2023,29/9/2023,235-2023-10-141127-01-3-00,25/9/2023,25/9/2023,,28/9/2023,28/9/2023,,AVM,28/9/2023,T001-818,,,52,VIVERO ILUSION,2/10/2023,3/10/2023,40,19/10/2023,,,,NA,4700002803,,
2023-2024,LIQUIDADO,23-139-HPER,4700003065,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,-,7020000174,"161,200.00",UN,USD,"314,340.00","314,340.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,6,,NA,NA,NA,DIRECTO,KOREAN,,-,,2/10/2023,40,180-12578300,,2/10/2023,40,SI,4/10/2023,SAASA,AVM,945,4/10/2023,4/10/2023,235-2023-10-143451-01-2-00,25/9/2023,25/9/2023,,5/10/2023,5/10/2023,,,5/10/2023,T001-832,,,52,VIVERO ILUSION,5/10/2023,6/10/2023,40,19/10/2023,,,,NA,4700003065,,
2023-2024,LIQUIDADO,23-139-HPER,4700002803,TATIANA,HF GENETICS,PLANTAS,MILAGRO,-,7020000080 / 7020000140,"436,800.00",UN,USD,"851,760.00","851,760.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,14,,NA,NA,NA,DIRECTO,KOREAN,,-,,2/10/2023,40,180-12578300,,2/10/2023,40,SI,4/10/2023,SAASA,AVM,945,4/10/2023,4/10/2023,235-2023-10-143451-01-2-00,25/9/2023,25/9/2023,,5/10/2023,5/10/2023,,,5/10/2023,T001-832,,,52,VIVERO ILUSION,5/10/2023,6/10/2023,40,19/10/2023,,,,NA,4700002803,,
2023-2024,LIQUIDADO,23-140-HPER,PEA23W1501,GONZALO,AZUD,EQP & INST,PARTES SISTEMA FILTRACION DE AGUA,SAMPLE,FVC23-000072,30.00,UN,USD,"1,200.00","1,200.00",0,DAP,AIR,AIR,ESPAÑA,ALICANTE,LIMA,NA,NA,3,,NA,NA,NA,NA,DHL,3073354060,,,5/10/2023,40,3073354060,DHL COURIER,7/10/2023,40,NO,NA,DHL,LIP,NA,NA,11/10/2023,235-2023-28-01307114-41-3-00,7/10/2023,7/10/2023,11/10/2023,NA,NA,,,12/10/2023,,,,52,,19/10/2023,20/10/2023,42,,,,,NA,PEA23W1501,,
2023-2024,LIQUIDADO,23-141-HPER,4700002803,TATIANA,HF GENETICS,PLANTAS,MILAGRO,,7020000080 / 7020000140,"144,800.00",UN,USD,"282,360.00","282,360.00",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,5,,NA,NA,NA,DIRECTO,KOREAN,,,,9/10/2023,41,180-12578462,,9/10/2023,41,SI,9/9/2023,SAASA,AVM,966,9/9/2023,9/9/2023,235-2023-10-146182-01-2-00,9/9/2023,9/9/2023,9/9/2023,11/10/2023,11/10/2023,,AVM,11/10/2023,T001-850,,,52,VIVERO ILUSION,11/10/2023,12/10/2023,41,19/10/2023,,,,NA,4700002803,,
2023-2024,LIQUIDADO,23-141-HPER,4700002803,TATIANA,HF GENETICS,PLANTAS,COSMICA,,7020000178,"218,400.00",UN,USD,"425,880.00","425,880.00",90,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,7,,NA,NA,NA,DIRECTO,KOREAN,,,,9/10/2023,41,180-12578462,,9/10/2023,41,SI,9/9/2023,SAASA,AVM,966,9/9/2023,9/9/2023,235-2023-10-146182-01-2-00,9/9/2023,9/9/2023,9/9/2023,11/10/2023,11/10/2023,,AVM,11/10/2023,T001-850,,,52,VIVERO ILUSION,11/10/2023,12/10/2023,41,19/10/2023,,,,NA,4700002803,,
2023-2024,LIQUIDADO,23-141-HPER,4700003084,TATIANA,HF GENETICS,PLANTAS,IMPERIAL,,7020000175,"164,086.00",UN,USD,"319,967.70","319,967.70",30,CFR,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,7,,NA,NA,NA,DIRECTO,KOREAN,,,,9/10/2023,41,180-12578462,,9/10/2023,41,SI,9/9/2023,SAASA,AVM,966,9/9/2023,9/9/2023,235-2023-10-146182-01-2-00,9/9/2023,9/9/2023,9/9/2023,11/10/2023,11/10/2023,,AVM,11/10/2023,T001-850,,,52,VIVERO ILUSION,11/10/2023,12/10/2023,41,19/10/2023,,,,NA,4700003084,,
2023-2024,LIQUIDADO,23-142-HPER,4700003067,OMAR,BIOCONSUL,AGQ,ORGANCAB K (ABONO ORGANICO),-,BE026/23,"20,000.00",KG,EUR,"15,000.00","16,500.00",60,EXW,SEA,FCL/FCL,ESPAÑA,VALENCIA,CALLAO,1,40 HC,20,,16/10/2023,3/10/2023,9/10/2023,AIRSEALOG,CMA CGM,,UETU5549309,17/10/2023,23/10/2023,43,PAEM015975,KRISTINA 0DVHDS1MA,19/11/2023,46,SI,23/10/2023,IMUPESA,PASOC,,8/11/2023,,,,,,NA,NA,2/12/2023,PASOC,22/11/2023,T001-14922,GUZMAN,22/11/2023,47,FUNDO ARMONIA,30/11/2023,1/12/2023,48,2/12/2023,V001-00020430,EG07-00000169,,"Carga completada. Quedó en CP. sin etiquetas,booking[ 23-142-HPER/4700003067/UETU5549309]",4700003067,,
2023-2024,LIQUIDADO,23-143-HPER,4700003036,MELANIE,SMARTPACK,SPAREPARTS,RPTOS VARIOS PARA MAQUINA HEAT SEALER,-,154,93.00,UN,USD,"6,258.00","6,258.00",30,EXW,AIR,AIR,CHILE,SANTIAGO,LIMA,NA,NA,0.33,12/10/2023,NA,12/10/2023,16/10/2023,AIRSEALOG,JETSMART,,,,26/10/2023,43,PELIM23165A,,26/10/2023,43,27/10/2023,25/10/2023,ALFOSAC,LIP,16653,25/10/2023,27/10/2023,235-2023-10-155274-01-3-00,26/10/2023,28/10/2023,,NA,NA,NA,LIP,28/10/2023,T001-1343,GUZMAN,28/10/2023,43,PACKING SALAVERRY,,5/11/2023,44,15/11/2023,,EG07-00000164,,NA,4700003036,,
